outer_seed,strategy,member_seed,transition,layer,absolute_L2_update,relative_L2_update,parameter_count
1101,pretrained_ensemble,1101,source_to_round0,last2_layer_4,0.5327923266330696,0.016589430869819663,92680
1101,pretrained_ensemble,1101,source_to_round0,head,0.09897998423784633,0.06198896146781251,774
1101,pretrained_ensemble,1101,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_ensemble,1101,round0_to_round1,last2_layer_3,1.427722407399722,0.04666746510068897,92680
1101,pretrained_ensemble,1101,round0_to_round1,last2_layer_4,0.9809247973447506,0.03051713574263755,92680
1101,pretrained_ensemble,1101,round0_to_round1,head,0.13221496626176196,0.0822049351036371,774
1101,pretrained_hybrid,42,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_hybrid,42,source_to_round0,last2_layer_3,0.6824605126974682,0.022121816218860915,92680
1101,pretrained_hybrid,42,source_to_round0,last2_layer_4,0.5112998540908043,0.01593589241982041,92680
1101,pretrained_hybrid,42,source_to_round0,head,0.11449825342001793,0.06860222641126562,774
1101,pretrained_hybrid,42,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_hybrid,42,round0_to_round1,last2_layer_3,1.7732388467905384,0.057552614902102714,92680
1101,pretrained_hybrid,42,round0_to_round1,last2_layer_4,1.033358125423651,0.03218191755862848,92680
1101,pretrained_hybrid,42,round0_to_round1,head,0.22011522541146727,0.1314244286094545,774
1101,pretrained_hybrid,525,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_hybrid,525,source_to_round0,last2_layer_3,0.9744671658143111,0.0317367759019378,92680
1101,pretrained_hybrid,525,source_to_round0,last2_layer_4,0.5338017930441771,0.016611594929488965,92680
1101,pretrained_hybrid,525,source_to_round0,head,0.13910224106977395,0.08463426465682355,774
1101,pretrained_hybrid,525,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_hybrid,525,round0_to_round1,last2_layer_3,1.5200284780957416,0.04962555253194902,92680
1101,pretrained_hybrid,525,round0_to_round1,last2_layer_4,1.0735161708883276,0.0333796892657556,92680
1101,pretrained_hybrid,525,round0_to_round1,head,0.13976302236750973,0.08461054129200121,774
1101,pretrained_hybrid,1101,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_hybrid,1101,source_to_round0,last2_layer_3,0.7651616507345657,0.02498087119504538,92680
1101,pretrained_hybrid,1101,source_to_round0,last2_layer_4,0.5327923266330696,0.016589430869819663,92680
1101,pretrained_hybrid,1101,source_to_round0,head,0.09897998423784633,0.06198896146781251,774
1101,pretrained_hybrid,1101,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_hybrid,1101,round0_to_round1,last2_layer_3,1.709448533626797,0.05587614887248706,92680
1101,pretrained_hybrid,1101,round0_to_round1,last2_layer_4,1.023753710460062,0.0318495679115332,92680
1101,pretrained_hybrid,1101,round0_to_round1,head,0.18163657425244897,0.11293292447171212,774
1101,pretrained_quantile_width,42,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_quantile_width,42,source_to_round0,last2_layer_3,0.6824605126974682,0.022121816218860915,92680
1101,pretrained_quantile_width,42,source_to_round0,last2_layer_4,0.5112998540908043,0.01593589241982041,92680
1101,pretrained_quantile_width,42,source_to_round0,head,0.11449825342001793,0.06860222641126562,774
1101,pretrained_quantile_width,42,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_quantile_width,42,round0_to_round1,last2_layer_3,2.1580495163629383,0.07004211134879132,92680
1101,pretrained_quantile_width,42,round0_to_round1,last2_layer_4,1.235547372760408,0.038478706182964326,92680
1101,pretrained_quantile_width,42,round0_to_round1,head,0.24463676836705986,0.14606553199308736,774
1101,pretrained_quantile_width,525,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_quantile_width,525,source_to_round0,last2_layer_3,0.9744671658143111,0.0317367759019378,92680
1101,pretrained_quantile_width,525,source_to_round0,last2_layer_4,0.5338017930441771,0.016611594929488965,92680
1101,pretrained_quantile_width,525,source_to_round0,head,0.13910224106977395,0.08463426465682355,774
1101,pretrained_quantile_width,525,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_quantile_width,525,round0_to_round1,last2_layer_3,1.8910749287055433,0.06173939473416738,92680
1101,pretrained_quantile_width,525,round0_to_round1,last2_layer_4,1.2544271431970795,0.03900489753386657,92680
1101,pretrained_quantile_width,525,round0_to_round1,head,0.16965978525481876,0.10270961533836982,774
1101,pretrained_quantile_width,1101,source_to_round0,frozen_early,0.0,0.0,589342
1101,pretrained_quantile_width,1101,source_to_round0,last2_layer_3,0.7651616507345657,0.02498087119504538,92680
1101,pretrained_quantile_width,1101,source_to_round0,last2_layer_4,0.5327923266330696,0.016589430869819663,92680
1101,pretrained_quantile_width,1101,source_to_round0,head,0.09897998423784633,0.06198896146781251,774
1101,pretrained_quantile_width,1101,round0_to_round1,frozen_early,0.0,0.0,589342
1101,pretrained_quantile_width,1101,round0_to_round1,last2_layer_3,1.6153208909261458,0.052799431397173996,92680
1101,pretrained_quantile_width,1101,round0_to_round1,last2_layer_4,1.1807165746809651,0.03673277307358906,92680
1101,pretrained_quantile_width,1101,round0_to_round1,head,0.1526792532124022,0.09492864882746019,774
