protocol,outer_seed,inner_fold,column,sample_id,canonical_smiles,role
compound,769539383,1,4g,8b82cfc88c490db5d629,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,a5d7d95a151b7436025e,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,cc4f2a94babfca65e283,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,3c720f4b187382a3d563,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,32ffd8410e5a625cdba2,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,6fe6280def3960fa4f99,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,f1bb0be6e913a5e26491,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,3aed7873d2fd1cf48684,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,a1d9a0b7b03901c439bc,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,e513420e1b7414424e7c,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,18186b5d6cc190fc07a3,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,57163774ada660438e36,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,4b39568fb3ff725fec83,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,2becb9bc06add29280ba,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,c6a55a8d89f33c69899b,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,f6cfe706d71f58273c59,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,fe40c32169d87261e1e9,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,b6b8449bda1ec4f0697f,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,74541dbf8571f881c454,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,99a3c4452ddfa8ff12c0,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,249b884b29177edb9df5,CCOC(=O)c1ccccc1N,inner_train
compound,769539383,1,4g,da10b7eb5f74593251cb,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,a37e31ac2c128f596cf6,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,9b612b8b4815d21f4fc6,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,2f95389e141635b0e27c,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,390544a9eca0a0e37f04,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,28927cd17cd253754377,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,01472a37121478cb82be,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,7312008fb6a636165c6b,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,382c90a40989c39ceed1,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,4a623eca5d2d51d3a0ca,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,65e9c139dc66fe608a89,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,987027dd660186de8266,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,7654c7dcf0123ab04d15,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,6bd522326fb91ebf1379,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,69f9cefb952abd22672c,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,da2750836408eb0e09a7,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,af23f4f96549d4e1659f,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,00fe2a10256cea9affd4,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,25b1f8000dd22874bb29,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,2712213ca28bcadbfa61,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,8925249b7fbe141dbce6,COC(=O)c1ccc(CBr)cc1,inner_train
compound,769539383,1,4g,4cb169fead3b3de5dada,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,5ab71158fcd481dbdcca,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,c620129610cfe348f024,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,9a9324fbb6b1e17e7743,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,f863736cf6d7db15ac51,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,27d20ccfd8f7234015f4,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,ade065af3a515fc41105,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,b3fd855968b6fbe1bd2e,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,ca6feb29f6758377a65f,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,85924bdd0693438dc23a,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,b4349d7740d7c02829ef,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,425074f6cad1ac0c1bc8,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,5024a0270c82cc68fd48,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,0f80a7406c8b375d325b,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,5c9d8ece8d174d7a0e5f,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,cff11a9a891fb1d8e7c2,CCOC(=O)c1cccc(N)c1,inner_train
compound,769539383,1,4g,5bb5d8011b349c918b26,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,84524e80d20dd4491b97,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,6fe1a448b5fa38608565,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,5f189f103424c7cfda69,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,43867f76c363e86b5ba6,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,af7d7a4a3b2da27cada0,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,3a2981f13dc99db878c3,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,31c0776f3608c0708c2c,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,6b38c8782f95c673c809,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,ce539fc06bdda7c0ed0d,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,c5130d0b1bb6dba0fb85,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,9652798512ade7486015,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,3ca8d2ff798fad4faffc,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,f50c45b31cf41304c109,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,3ad8ec5752f3c638e2ff,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,3c041f5186a291c3b313,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,6b8e53d2d8c8a90a7216,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,5b7151c95c4e964a121b,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,b29c3ac2de3ba2d8b5c9,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,61090cfdcf019e0891a3,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,07a55cdab65b05f31561,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,3b400f57f8dcc4cdbd83,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,b6bf451b4911ee22d4a4,CCOC(=O)CC(C)=O,inner_train
compound,769539383,1,4g,c4fb44ceb40c73758e28,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,3b36e9fefb5dd3802feb,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,303e517db71305479cf8,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,afbb3431f3c1f6b3fc84,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,659ac10e1e83ce329312,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,9bb1445fe1ba6a6b18f6,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,c8f65df578125328ba0e,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,35e055b13ba20e843f0d,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,9c0b941a31c0d69adb2a,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,9d3f3505ff1be86befbe,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,3874d078a42b664f6dcc,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,44331cdf4060414870ea,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,dbe79bb4ca4ae4967721,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,29cb91974ec3630e8b9e,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,0e1f65d90ed00dc33731,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,5c4c93d36b2fc71b1442,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,3fed3124ac3b59becb20,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,b032545691c02bde249f,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,e0a92c0479d7c7f570eb,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,fefdeb43fb4d634b7880,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,53503e59c4020a7d7137,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,9c200a8ce916cb2ac23b,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,ca7513a424b1ad5dcd5a,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,e6aa01e185a9653117cd,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,0866717579fac741a912,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,f426aea97f298c587872,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,0054790b9c9f40026ebe,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,909edd19830874acd4fa,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,ae2f8bcd2e35d23b261d,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,d162bab7a14b516919e2,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,604bdef50dbc852e329e,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,ae25864f890aaddebd63,C1=Cc2ccccc2C1,inner_train
compound,769539383,1,4g,1666061cb3649389f1d5,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,52e05a1a506d6326fa3f,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,fa04675c3a6400dc01e0,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,461fbd64aa8472f52774,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,29b2750406e976da394c,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,29c10ff03e1b36b3d26d,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,3a095d378b537020c569,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,ba2b9e528f2743c4e6ec,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,8d9183fd0d59cfc5871f,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,a49035ae8152befe9b80,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,3b54dfb5158b47f3c0f5,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,99d252a2e394a175ecba,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,0b1b7bf04ed8169cd172,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,a86de29046ff51f1300b,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,58b3518f48d8340d6ffc,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,034aaf7715b5ec8bd7ee,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,eea50d6a38f292dfe571,CCOC(=O)CC(=O)OCC,inner_train
compound,769539383,1,4g,9205619d3836954c6591,CCOC(=O)CC(=O)OCC,inner_train
