outer_seed,method,round,initialization_seed,initialization_hash,checkpoint_state_hash
157,random,20,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,0c5f4f03e596ca5bdc117f0a9cdb069708462049698d9806d25137ea873365a0
157,random,21,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,bf6f30426b3a29174760b819eb4c1b1a321e5410b13256926fc17f487fa5461a
157,hybrid,0,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,4caaf2241a54b172f8cf0cc5069818c21f40db9eb66885f12e62b2c9b7b53683
157,hybrid,1,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,c579a1a5f0181dd874831900b11122e99c1bc6706011ab225b2703fc15a7b147
157,hybrid,2,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,4c3c53e4a800b0faa481c61c3ecf4e9940561d23af4a8fc4dda7aa0f52de0fdf
157,hybrid,3,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,18d33536d43747ff047d5f42afb4cb5e0f3372505f1f3146ec325bf46d40b3dc
157,hybrid,4,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,3f362fec63de3c1836941a86ff4d63fa2c3a4ca5a4b73a571f2854c0912099c5
157,hybrid,5,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,345b1d72045599d62b3cdb6bb590ae4c05d681179c6b257d9e92c013eeefe5f0
157,hybrid,6,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,2844a85e82d62f375ac90ae363bac61e43d8a888f602969758a26cac17158f47
157,hybrid,7,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,93454afbab90c1b7fd90c65260b5f8feb3138f11f070ed4ce719b8526f4e2c79
157,hybrid,8,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,44e897f2ade8b83b1f253a3eadda8798ef101dbe48f1ed13ff97e4f816fea3da
157,hybrid,9,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,49130b7df74f9490fda81695ffc1eafcaccebcb01e25dd190b14a0ec7c2df98e
157,hybrid,10,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,697c373b762d9a8cb42488f975a4340dc9e927d8f387e3319789629af3398ea2
157,hybrid,11,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,dae2f74401b381b192f52e83393be4701e2dca41cb6ad639a5363b8d3af7c55d
157,hybrid,12,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,53c8e1daf3c0156d30ea5d2829eace0f595f1a6d63e0c9422b9f57ef32b89b74
157,hybrid,13,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,4ad2a94a660fc8e6abae328c91caaf123bedaebb9a2c168bfcd05ef07ee24daa
157,hybrid,14,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,a059fa097e3bcb6ecdf236cc2d0b202ac8872b385f6c14d0bdf151e5f509cf5a
157,hybrid,15,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,4619cfd6b5de30eb0e6a8e8bf1416f8a719548342495675d9419d0325231dd27
157,hybrid,16,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,6a79f1f2dcffd7eacaebae03ba68ce78ff73634d596eb85b84d595b9a6712425
157,hybrid,17,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,a0ad49d9ff691df790e70f5f21f78a4020dbf016207b678c6955506590bc592f
157,hybrid,18,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,a9abe36fb0408aaba579191ead6a0e261ac41e1023238e127a20a541349a55a6
157,hybrid,19,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,5580a14722c5b855d822070f138ce72fc4a9f9fa7ed0598205d746809d2e4b3a
157,hybrid,20,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,160dfdfe98f70489f5a334c35324a9e6c77c57423b4712cfc91cdbd490420427
157,hybrid,21,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,a0b5aa53182511694fa6533a49fdb33a8bf763d2437097382241d6f8c3c61f30
157,lcmd,0,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,4caaf2241a54b172f8cf0cc5069818c21f40db9eb66885f12e62b2c9b7b53683
157,lcmd,1,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,2a06fe3210ee92d1e64ae74e080294264b78894e53bc780c6989371a2a90f95b
157,lcmd,2,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,8827cb0ba6059900304586fb3d473e3f1ae1abf1158b6dc8cae8e6a175292de2
157,lcmd,3,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,2063cbbe97b0617422ce2ad286b0d1b925c1a3ab111e87cee2bb1d2f5ce23b67
157,lcmd,4,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,7e7bdb0bd023ab4712b07040c82feea03a62a73888be8a5d0c49e734c67fee17
157,lcmd,5,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,b717cdb5bd5683960f7fab865ae4c8e9a2224e730970eb0c88550c13696bf5d9
157,lcmd,6,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,a309804139369712844460778caaab0ac945a20bc38e2b96b492e6c3c62ef5e2
157,lcmd,7,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,372882fefef7f764676eaeb1cad88beba88d5582e2bf075101ce6103cfd23903
157,lcmd,8,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,3f6543d4b910c1dc64d48d3a90c66ec54c00ecd235f18db65c208ed547718fe6
157,lcmd,9,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,5dfc90a590acd7b044fc4daa4fd8affe8121131e503447668d7216ec2329ae52
157,lcmd,10,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,34381159fce0c262713ebbdc7e0f44986c7b5088da3bfbb31fc4907660d60680
157,lcmd,11,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,9d3c2aa564170c3a34cb7a9cb63a8d8a5528307ec7d24c04db97dc5d56a96653
157,lcmd,12,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,1672cb47b9af0e014ec2d061deb4265fafd88eb2785241fe2bffa367c4c20b11
157,lcmd,13,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,ba706b74fb094389371128ceb531202b1f7b7d6c079ce68f3efb95dc369586b4
157,lcmd,14,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,efb6181ce3d9631ab84534a1fa2cb1e72c2071659ca99a0b484a21a6929fdb3c
157,lcmd,15,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,a7f1effe7bcfb9bb4889b50acc88577d07114254024b5f3cb27d2819d533afd6
157,lcmd,16,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,4eb8c9f7498ad3ff8c94b284a63092503c394d26d198016802e746911a5520aa
157,lcmd,17,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,abf78b253abb8d345b03a90cac7e847bdbde2fed1fb3cdc6de741f5e703dd141
157,lcmd,18,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,b166c9f55b93cd4b09f46d2ad0ec0cb2a163499e0e6afd915d367a059c0350e0
157,lcmd,19,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,2ce22c90c290e5dc273c47c67b39dfb8a7e1db9ab5e017d6682f0ade2a690309
157,lcmd,20,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,2425061e3450d3ab87d0f522b4e9917d054d28d33e3b0e81b9108d63aa277789
157,lcmd,21,2000160,27933d44c40fa421228312c0940f971cf44564d39c1cf128e0b3b1acf85d75f6,08961e96b4fe90456e65d63efc549b50bf2b3f77eb1f613ee36bcbbc8cf7e99a
887,random,0,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,44baa5a002ac4ac0bff642821a020699c5688f0a2702322921ba6c5eb354173c
887,random,1,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,3e96a14e02221dda7ab95db9f0b721737e37bc7dc13cea0e7126b01de5d0035d
887,random,2,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,9e98d068ad305c2a8b98ed5a4eb43bcd35ea313d61ea8afbf166b163b5b15d81
887,random,3,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,bb71665f26c6079bcb02b9e595303eb85af77a88247b486f8f0ed853c35b3ee2
887,random,4,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,c526b99c2443bdb4cfd0c98d4247983181b3e237fb0bbb509018ec86ca4d7742
887,random,5,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,89b42a478e31db0e06cd9aec31b8fedce96901f5bbd33602f9c83d51b5f8d082
887,random,6,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,8e555d20aa152c5a08aaee578d2040ba7cc245e1701616e2500cd2cde61cc0a3
887,random,7,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,0610acc4c8d22bde01ce13d764ab1b0f77450db3b7756556bc5663c480acdc93
887,random,8,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,61e704883d9393d9a912766bc09d4c5e83167139151b48b0b5885776caab3b59
887,random,9,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,cb66af005089c77947d802e648924d6e394d3f0d18444489aac1861dbdce080a
887,random,10,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,d9e0ab1c312da1f2d490334383103ab4b9f695be467f70cfae87e649a60935bd
887,random,11,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,65d18c07e90d69e81dbfab59c90906c64074ab55f27a4f5d4b621879fd344319
887,random,12,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,d0a04fea6227d9c359be4945a148254cbe57cc972b78e23e337076d4e908f441
887,random,13,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,cc1f0b7260d07b4f9c1d4fd138c9b88f9820dc051bd6d120c321ee8e7df4fcf4
887,random,14,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,9cf536eed82906e1e1f01eee7eaaacb936b2185544d687ff87a75910ea15e538
887,random,15,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,0b8ae21edb09f5789457904d6e3815caa4b9b5b2f92fad906473c7fa1c30a53c
887,random,16,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,03dfa5d0742d0a4ffabd935d8588d49eb9093968f5b1e406a5506feb15d28310
887,random,17,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,2a5df8e1cb949d4bc198de32104bcdce8908d27793b08f2e487aba0261b16d51
887,random,18,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,2a2faf70b4615df0330138c7028aba2de71156308cd82538ca1c30161ae1171e
887,random,19,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,234b83a84070a16217be61d81181f7511feeff30871d76c525bda2f81437c216
887,random,20,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,34ccb6dcf8a773745e35aa11ed5034426139bfb4a0f075e31f7119098e0118e6
887,random,21,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,16cd29db46361e69417e06120c5ddb1231f6b401c3a5739eb82a5365f8e95b1b
887,hybrid,0,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,44baa5a002ac4ac0bff642821a020699c5688f0a2702322921ba6c5eb354173c
887,hybrid,1,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,8145447ece8f4f9429995ba38c7427a24c628712605038172b052f3071313d2b
887,hybrid,2,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,5bf89ca86672f85878b42dd52ec85645df7cfb7a71c9fe751573b733e9d0549c
887,hybrid,3,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,dfbbd521aa0a38ea6a8fb0821adf3e996d4a65ffec89877447b4e4c8f0fb4406
887,hybrid,4,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,39a8e36f34d8d547cc4c91854df08c93fcccca7546b5522fc54656f1e112a1e8
887,hybrid,5,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,9664e72af1bfb97549dd3f09ed600c61181d84b547ba024e581fc9eb2b86f42d
887,hybrid,6,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,6c1a65b12e701a370c52692af449dd92035cfed3e291074c043f92a2c5a34204
887,hybrid,7,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,eb9a6b821bf346532bc13bfee39edd4f6551321630624deac819b8b643141c08
887,hybrid,8,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,5e821c1e73021d9bfc1fad5bffbcb17796d699a3e9ad687aab5412496f9b863b
887,hybrid,9,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,90eced0e216796df5281e725cfc064d6ba3541a40f67d0731ce7f743b3a1de50
887,hybrid,10,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,d143d7ca73f24ba11486dcddca72259307f22ec4f75013fd9eb22b2417d7a76d
887,hybrid,11,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,00134f685ca7f01cbb156dd0dc9b5f62dd3cdacbd41ff836753fb77c6efc7a12
887,hybrid,12,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,72e69ed7f3c0bae6e57f06129878d57bccaddb06574cede812e2fb6ad7fe24f7
887,hybrid,13,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,a6c8a969942ee5a3bdc099ed9f8884c7428d1eaf88fe5ff91d8628e24832b99f
887,hybrid,14,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,87c28efa3ef3da760d6b5fab7beed63f801c3c4ee343f68c5229939ee01c9eee
887,hybrid,15,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,d0afbb3aad45af7bf7e15f32c0ded5d2fa88469879d91298f27ea51ec14fa589
887,hybrid,16,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,6d4de65bd0b374e00865c0cb32f112f35aa35813d74c9c0b80bf3f61822a2cb1
887,hybrid,17,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,a91f84493a08a2768bae0b54fe443670adb36bccba244847cb89fadc2838cf31
887,hybrid,18,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,6f50946f19055948107a3be19ae8d18824aeaec12d892ca962a5f4b8126f4145
887,hybrid,19,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,527c5f9fa91fa3456c64e98035e7921d1f1582ea0d5aa36ec566d1d207c48f7d
887,hybrid,20,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,247e327997199c95d84b3080c55a9e00a9a30b4823c98b5baa009f68f2597a1b
887,hybrid,21,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,3543b911a0a3ee909fd2bef291bbdc6e571d767e978e5b05d042d252cf75d108
887,lcmd,0,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,44baa5a002ac4ac0bff642821a020699c5688f0a2702322921ba6c5eb354173c
887,lcmd,1,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,e687300805e6fc75983027bd03883398c679366696efbe7180ff7fce9ba1073e
887,lcmd,2,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,df1e59f767ea11d495ca46502d7c464482322afda68fe97695e6adec6890757c
887,lcmd,3,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,4fc63697a5e1220895f63d4109e3ff7d3bfc2fb8e5ea35183e7457b56cdc6771
887,lcmd,4,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,bb436457d799ed7697a2155af9bb86d61c379b78ab5c469c6a73e4af41c298fb
887,lcmd,5,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,f707c981c7bca7ff51742f1a130fccd7305ef41e4d8e73405fe6244201a148fe
887,lcmd,6,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,28d60815b8adda2a552377612ff8f9cc96e54f1d0f0928986fa084e843982f5e
887,lcmd,7,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,51c16000c8b5978565081e2009d14a0c9509b433a02d79b0b75ae22d98b72443
887,lcmd,8,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,2974e4d367af9f4fe7189f766ab69761fb3e5848295868a872b3912188d192ea
887,lcmd,9,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,b827340b70f221f38b812768c2b450cb349f3fc7f01d70ed06ccf34f35f20dba
887,lcmd,10,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,b2c39dbffbdf57e41cd2903228cc33360a7ee65799360671e6fe15c97a0e4111
887,lcmd,11,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,73b6c2e4940c204fc60edea1ced026aaf2bba0f08923a55e5f359479d6fa7590
887,lcmd,12,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,e9d57debeb79fb245ad50149b4a7747cb161e5a5047362b97321dacdcf24ead0
887,lcmd,13,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,62792900ddd8dd083758e666dc5644ef89277bbf1af01d2a741bf597188f122f
887,lcmd,14,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,3d6adecb028a054a3030889a884e22e28973661216223db54db577915c34f28c
887,lcmd,15,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,000f45f44ddd5ca4c86c5f091da11507d60a27674bd948295aca2f4c067867df
887,lcmd,16,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,23e6b7678d455f2cc46a50aab8906a17dbe6005eb2601fff2d91e6d420cac22c
887,lcmd,17,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,bcc5ff2db39e1d4f8ddbd81ea4efa54afb94ae98d37d3eed03be7492dfa39581
887,lcmd,18,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,59830b5f4d0f384aff16e4359d21fc97d96a268ef209557fef59447519e99209
887,lcmd,19,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,07be1df6487158c5dcb9d7604b65bcd95c1961472efc6f763a9760d96553e82e
887,lcmd,20,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,24bf24c4557898699f90f2f9d1b485b775ec70c526e58d35785ec0d9e5c07456
887,lcmd,21,2000890,e8b80a6fa0e13af4ceeba87cca4c19aaa0d0938540f1b23a12735ab6b1248e71,e283b3aa212162667e468aa0420c1c8e9907db1b71a03c419812149eaf5f50f5
2357,random,0,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,e341b60da2df9c8dfcaf2331727900f0327e7eb0433ddfc19200b5d643a52217
2357,random,1,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,411cd85ca513e8fcdab6ff70b1ce0e464478d3fa8f9e0e605df8d1c4c3e6dcbb
2357,random,2,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,871f37a4ba16e54d0f6837b3bc8539aa292c516617173ecbda26dc00bbdb394f
2357,random,3,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,501da960e98773c3eee3b5ba1bc52eeb61f3f6866ecb2bcc9770e664329c690f
2357,random,4,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,f7338e88f9a8330dca2ba5e97f85f1853954aabb8355353102f85e3e1fe8afea
2357,random,5,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,d9a86605e3eba22f0c697fde18a3712035d74aad6d755658bd08fb9b283f5dc0
2357,random,6,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,c05d6ff33e46cc8db2930c80ded0d5bd263260662b255383b59a93744b084440
2357,random,7,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,7f15e66c1f441b648bd2e5e090a540b6e20de5636aa47ae56f707747e439792d
2357,random,8,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,43266c5a9ac5ee966607ecfe88d96de6075394a0ee89da0d4bc3400b2d82b6a1
2357,random,9,2002360,761e40935fce4cc37fdc21db5be633cb18f6cf02ce4362e6355a055575290877,f1b5ccc89878deed5197883de6e5c51f2cef847b11093baf8a3706d11475049f
