selection_order,canonical_index,sample_id
170,2413,0655d71fcec0d1c3c73f
171,3641,c692f211a6366b2f15c2
172,3152,0b9a59526d7d4ce5f872
173,2451,3bb1d388702c98c505de
174,4057,5edaf16084f46f5b4726
175,1469,3f81ba81d5def13e1c3a
176,3584,ffffcd6f3b9393846ab4
177,3480,f7bbba9684bf7983ccbf
178,3867,6d00a25c0ca42a5cf2c1
179,118,e93e08d6bc42e91e2679
180,940,45a1b11ae63f2dab2e48
181,2918,39963f2ef0f22d86beed
182,1713,4d941530620130751e91
183,2020,88bd894f636978ba76e5
184,557,e9d196dc9d1443121cf9
185,2408,2cc7c8ae52cdb25ca284
186,539,b7a9a6b5086135269cb6
187,1763,df118a80070e524e5b67
188,1441,8de30a7f5764c20b232e
189,2035,8f683baab6101dc15006
190,2547,2d5adb5a4d8b98e22d1e
191,93,d4d7270df69266029f44
192,4075,3f6b817d855e67b3b406
193,2670,60b7eed7a46a03b366b2
194,1487,18a189c89f59ac1d5a9f
195,3419,96e2b82e29c0b5205628
196,271,ac81adfab5ec8ce768db
197,3224,34aaca6f7a0768d743fe
198,4100,d6f7a7ee5941a7d9a3f5
199,3509,953c36233727e4998c93
200,88,ce3b9d9cbe1699c7eef9
201,937,8cc5dd51f0360e578ac3
202,2374,cb446680f62351d087a9
203,1016,5a32e0aa027d68fcb9f3
204,1801,7b88539e721217b473e2
205,1913,c39d248b49ed97dc0d77
206,2655,a6a12fd9aa2dfc949207
207,1757,8f1707868491150a6f75
208,2914,a7adf2acd9c98e468b6a
209,3278,0892bc6cad36949f9030
210,3078,f90d9086f1becceab5c7
211,3674,39815ababe97d7acc107
212,2189,316b7260106904f99ae8
213,3974,463aca130eb59787c2df
214,1933,65f6e8326897810ec715
215,2486,b9682bf3eb345e24a41f
216,3695,8b06ec38a7e5999edfa6
217,2074,90e23af4d5769cd8b21a
218,3512,5bc44018685f9a24e0ea
219,3848,c6d5f62b278d39ee2c4f
220,718,1d9eabd939a185c1b128
221,1398,87814eeffb35c15f3f89
222,3617,460257046a150e069416
223,2338,ff3b6b1069b7d66ad021
224,3212,3213e0500b0a713dade5
225,2250,080258046c2cae5fb2ab
226,2528,a50ebfd1e5bcdfe74722
227,339,aa65e86ee8638bded5d9
228,934,a3560ac8164465dbb406
229,1573,c86b03e1b275528444a6
230,1664,4ffa7c3e19fe33d7522f
231,1473,ccd4696426ee1e15be39
232,1599,98dd7f94e58da879b609
233,2168,5a6c740e9306a2ffd60a
234,1701,5521fc40da3618079f6a
235,174,3f1a96aa336ea0741b5a
236,1421,0d237551082adddcf7d6
237,4162,b37608f8c4a8ee4b8696
238,692,c5a12771920c4410d921
239,2476,de76e09158de78efb2d8
240,4150,c9a9fab963b85f141aa6
241,4078,7726f4a207a737256a86
242,3654,1775390f94178c3c9974
243,2045,db26f51c86dc787ac633
244,34,7a3708dd5094bb49d459
245,3,00024cd15c1b4e6c6ef8
246,3625,9bef8796fc48c4836e6b
247,1361,491446b4f7b8acf5b165
248,1095,0da8847ecc094a8c14db
249,982,bd2e9fee67bbba1155df
250,2813,95fd9350ed37cf1d8eb7
251,4064,36b4e1b99354c22c07da
252,2390,3cd0aa35793392d15513
253,433,b008f92639d8bb738954
254,3125,4319c2f6bd0d3d2094a4
255,1454,d17626bc1e62c46d095f
256,422,a1760c9f792d02b2e59c
257,2400,a078de17bee0be4edb9a
258,1375,9b1545dfa05c9439870b
259,2131,a26b10be727def240259
260,645,7c11aaa0d5d18caa8c92
261,1506,9aa141b690ed5878facd
262,410,a2f83665cfe821271b30
263,3228,2f72c334253bbe94a8ab
264,2040,bc3692f55b839d2f2c07
265,2101,414e3cc35873dcefe96f
266,1540,8cdde884333140be60cb
267,304,ca7513a424b1ad5dcd5a
268,1288,a438141ce44ecce82131
269,2118,06906310911a5a7509dd
270,2366,59f48cda668bdb63730d
271,123,a93701aa1a4a960e479a
272,3272,355a5a627bce3e736d4d
273,1268,6f548d72f01fc85debdc
274,2296,5f00eba1a68a62f23d9b
275,1653,9409394cdc0bcfb31fbc
276,2593,3ef36e4ee22e16660eb4
277,2700,72e50c47b9a674d29382
278,3427,1e12081e646a951776b1
279,3259,e3ea38fbbf45a1395011
280,4149,49932dbd3d16bb64f71a
281,143,e9dc948c0e68a88eb621
282,2113,5dbed8a79ad6c95bde4f
283,1876,82b6eb1475767aca619f
284,333,daa57028243887eb8e1a
285,4080,c9bef93a79964dc6ede1
286,3754,8143c4fff6f999b7ad0e
287,3000,6b6145a0e01f7925a8fa
288,2465,60d0510d3f8c8d6644dd
289,849,319e89d7000731f64e7f
290,3138,d9ebd22828036fc4c7e6
291,3385,611ab761b33cd0f0ccc6
292,2065,aef5cafc63ca445e92fa
293,2032,9948433906d4afa41345
294,675,05fe6f157ca6ce0374d7
295,1247,7ad7f454a7b16a9ff211
296,3060,38e27006134935d923ca
297,168,6a14c52ea5a2435a909a
298,4055,2c105d3b7f32d3b6a965
299,2582,88d14a06520635fcb6ae
300,2587,c7e762106a9ec0d9ea75
301,2430,ad98d4ead60516eb3972
302,3795,dc9e3983cd4f98689fa7
303,1475,2554340571aee1a00fef
304,1056,376ba323d8d487f80cee
305,3926,3b4634411832718c26e4
306,3945,668124a369ad42ae4b89
307,1808,037298044b4fc8868e5e
308,2730,b531c2b3601aa8bebd65
309,4056,f1dafc187f7b1ec15297
310,825,c11d5c3acbc28dddd0cf
311,1829,815afa4c05f8c4e7ef9c
312,2501,0af62ac5a629ff0e38c4
313,2371,86258f5c8ffdb874521f
314,4022,cf8ab33c25ad391a584c
315,3748,c40d715383d042030e93
316,2576,d08c07ef89819d912759
317,688,11f27c83c1e956b8b00a
318,4099,84e56cf199f91314159c
319,1581,af6db317d4d7b95cf834
