outer_seed,sample_id,canonical_index,canonical_smiles,base_role,schedule_rank
769539383,31162ac7e21c9688cbdc,204,CC(O)c1ccccc1,train_candidate,429
769539383,82ffe9abc3d02f4b970f,205,CC(O)c1ccccc1,train_candidate,109
769539383,35eae227e68fe7434e68,206,CC(O)c1ccccc1,train_candidate,198
769539383,82b6a0a8f122317d79d4,207,CC(O)c1ccccc1,train_candidate,31
769539383,9b28c23ad1d4dda9fe1a,208,CC(O)c1ccccc1,train_candidate,332
769539383,4455212440cbaf6d51e2,209,COc1ccccc1,train_candidate,103
769539383,fcea8574ae051fe11483,210,COc1ccccc1,train_candidate,153
769539383,04d4a16ff682bc7c55c8,211,COc1ccccc1,train_candidate,397
769539383,62ca5eadee5ef28e9aeb,212,COc1ccccc1,train_candidate,288
769539383,42f031acb8211bfbf67f,213,COc1ccccc1,train_candidate,366
769539383,472b8f06caf25ffe6c7a,214,COc1ccccc1,train_candidate,131
769539383,d532e4ccbab971232d40,215,COc1ccccc1,test,-1
769539383,bae9f1ce7c04e7ccf16b,216,CCOC(=O)C(Br)C(=O)OCC,train_candidate,403
769539383,fc58ac30a03fcb0ec051,217,CCOC(=O)C(Br)C(=O)OCC,test,-1
769539383,c4b569d1149e4ec87b12,218,CCOC(=O)C(Br)C(=O)OCC,train_candidate,15
769539383,53d7fb31d852cbb33059,219,CCOC(=O)C(Br)C(=O)OCC,train_candidate,90
769539383,265addbdd355a85c628d,220,CCOC(=O)C(Br)C(=O)OCC,train_candidate,208
769539383,b07e3b186c5f9a698624,221,CCOC(=O)C(Br)C(=O)OCC,train_candidate,480
769539383,28c4b7ec4bf7f486b68c,222,CCOC(=O)C(Br)C(=O)OCC,train_candidate,40
769539383,c9d7d885160197c7f67c,223,c1ccc(COCc2ccccc2)cc1,train_candidate,207
769539383,e2869f5cf5635b6ae9c1,224,c1ccc(COCc2ccccc2)cc1,train_candidate,483
769539383,49865eda3c0e936157be,225,c1ccc(COCc2ccccc2)cc1,train_candidate,256
769539383,d26cffd9ef4da9800470,226,c1ccc(COCc2ccccc2)cc1,train_candidate,447
769539383,ce9ac115ce41ab41f01d,227,c1ccc(COCc2ccccc2)cc1,train_candidate,27
769539383,b2b5155e06ff9134c6a4,228,c1ccc(COCc2ccccc2)cc1,train_candidate,148
769539383,f1aabb6243aed53011cb,229,c1ccc(COCc2ccccc2)cc1,train_candidate,221
769539383,ebc9c107c2207e99cf79,230,CCOC(=O)CC(C)=O,train_candidate,470
769539383,f373e0ffa24cb51dd13a,231,CCOC(=O)CC(C)=O,train_candidate,367
769539383,bcb35848089ca50a1eef,232,CCOC(=O)CC(C)=O,train_candidate,286
769539383,ef8527c6b63d54b73966,233,CCOC(=O)CC(C)=O,train_candidate,141
769539383,86f385aa0925171d22cc,234,CCOC(=O)CC(C)=O,train_candidate,192
769539383,9c7a6ce4172638d2abc7,235,CCOC(=O)CC(C)=O,train_candidate,293
769539383,982585c1a4e89f10713f,236,O=CCCc1ccccc1,train_candidate,138
769539383,36af0c588eb2e094a55e,237,O=CCCc1ccccc1,train_candidate,157
769539383,afcb9ffea06f12f9e0f5,238,O=CCCc1ccccc1,test,-1
769539383,e584c52185ccefd22a26,239,O=CCCc1ccccc1,train_candidate,61
769539383,39e40f336da135e6a7b5,240,O=CCCc1ccccc1,train_candidate,222
769539383,e3c9408f01aa7642870f,241,O=CCCc1ccccc1,train_candidate,338
769539383,155ad3f702726e253c4d,242,O=CCCc1ccccc1,train_candidate,486
769539383,f84aa17604ca7f927b8c,243,C=CC(=O)OCCOc1ccccc1,train_candidate,302
769539383,6b8023df74ccc51e5c76,244,C=CC(=O)OCCOc1ccccc1,train_candidate,423
769539383,b056b793f5b571e6cdee,245,C=CC(=O)OCCOc1ccccc1,train_candidate,178
769539383,934f00061cc32bab10e8,246,C=CC(=O)OCCOc1ccccc1,train_candidate,351
769539383,b983d4c3094d909b570e,247,C=CC(=O)OCCOc1ccccc1,train_candidate,296
769539383,b6f53d16978daf702470,248,C=CC(=O)OCCOc1ccccc1,train_candidate,181
769539383,9563dde5c28fb62e4f7e,249,C=CC(=O)OCCOc1ccccc1,train_candidate,490
769539383,de2563a5f711307823f1,250,C=CC(=O)OC1CCCCC1,test,-1
769539383,e2e681b0653ec64f7c14,251,C=CC(=O)OC1CCCCC1,train_candidate,107
769539383,fbf392edaddff6347b58,252,C=CC(=O)OC1CCCCC1,train_candidate,118
769539383,3955ae590ac179d279b6,253,C=CC(=O)OC1CCCCC1,train_candidate,502
769539383,db51f6df02555cb9c264,254,C=CC(=O)OC1CCCCC1,test,-1
769539383,2195290d04210cdb253f,255,C=CC(=O)OC1CCCCC1,train_candidate,369
769539383,8063e3de9de70b75def1,256,C=CC(=O)OC1CCCCC1,train_candidate,407
769539383,88771c5c64ed839a4436,257,C=CC(=O)OCc1ccccc1,train_candidate,364
769539383,b5365d56777fde5c4dfc,258,C=CC(=O)OCc1ccccc1,train_candidate,416
769539383,4513e318c9d037303b13,259,C=CC(=O)OCc1ccccc1,train_candidate,501
769539383,efca00a284b2cadc5737,260,C=CC(=O)OCc1ccccc1,train_candidate,169
769539383,b473ef06a415d0f114b0,261,C=CC(=O)OCc1ccccc1,train_candidate,82
769539383,df02863943321996441f,262,C=CC(=O)OCc1ccccc1,train_candidate,197
769539383,194278dd9ee3d2407ed5,263,C=CC(=O)OCc1ccccc1,train_candidate,84
769539383,cc31b914acbab022eb9a,264,COC(=O)C(C)(C)Br,train_candidate,440
769539383,a9eea85ddeee2da33706,265,COC(=O)C(C)(C)Br,train_candidate,313
769539383,640353c89b3ce64ee98b,266,COC(=O)C(C)(C)Br,test,-1
769539383,b11bb6293c307f7f7282,267,COC(=O)C(C)(C)Br,test,-1
769539383,77b0577e6b0adb649e63,268,COC(=O)C(C)(C)Br,validation,-1
769539383,543561ac99bc28db6f2f,269,COC(=O)C(C)(C)Br,train_candidate,75
769539383,056255620b7acc9c630f,270,COC(=O)C(C)(C)Br,train_candidate,336
769539383,7b1589ae321d27608509,271,COC(=O)CS,test,-1
769539383,0fee19a828ef997229fd,272,COC(=O)CS,train_candidate,51
769539383,222dede783147d5efa63,273,COC(=O)CS,train_candidate,494
769539383,d9a40ac35b79fbcf214a,274,COC(=O)CS,train_candidate,322
769539383,aaf22f8324aad12a55fa,275,COC(=O)CS,train_candidate,393
769539383,a9bfabe931467745353e,276,COC(=O)CS,train_candidate,287
769539383,be7d68067464e72d0b8d,277,COC(=O)CS,train_candidate,352
769539383,b418a712463f5abf8b81,278,CC(=O)CCCCl,train_candidate,270
769539383,850a69ce73ac04035aa3,279,CC(=O)CCCCl,test,-1
769539383,7c4153fe9561da818ae1,280,CC(=O)CCCCl,train_candidate,218
769539383,a67016d937c499be9d64,281,CC(C)=CCBr,test,-1
769539383,4559d83db38cc3c39d13,282,CC(C)=CCBr,train_candidate,469
769539383,bf8409f12dae2388c6a0,283,CC(C)=CCBr,train_candidate,477
769539383,832899abb44b8d2246cd,284,CC(C)=CCBr,train_candidate,412
769539383,5729cc87eb48a75655ad,285,CC(C)=CCBr,train_candidate,142
769539383,adb6d48eec0fb576d7fc,286,CC(C)=CCBr,train_candidate,471
769539383,bc789871fe39d967a9e0,287,CC(C)=CCBr,train_candidate,245
769539383,fff65bc451d163b1b106,288,C=CC(=O)OCCCCCCCCCCCC,train_candidate,378
769539383,c761659793c5929e2214,289,C=CC(=O)OCCCCCCCCCCCC,train_candidate,232
769539383,4c7d7c5f8b0c317c5548,290,C=CC(=O)OCCCCCCCCCCCC,train_candidate,120
769539383,a9656ffd805f80fcf143,291,C=CC(=O)OCCCCCCCCCCCC,train_candidate,361
769539383,da10d2f67a989e8b16b5,292,C=CC(=O)OCCCCCCCCCCCC,train_candidate,455
769539383,7ca22b2f4d23a7afb10e,293,C=CC(=O)OCCCCCCCCCCCC,train_candidate,251
769539383,38f57a9d08efd5f070d0,294,C=CC(=O)OCCCCCCCCCCCC,train_candidate,505
769539383,1619a0c8b233772ba0c0,295,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,train_candidate,203
769539383,0b9968c1280b5e4f726a,296,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,train_candidate,247
769539383,0d5196ceda603b66bd22,297,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,test,-1
769539383,244e5c6375ff0c923725,298,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,train_candidate,421
769539383,4f34bbce67c94a44318a,299,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,train_candidate,478
769539383,0f8a39d1c0a7eaf35c75,300,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,train_candidate,83
769539383,6de4f7fd8ac19d183348,301,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,test,-1
769539383,8bac25cfab022a9fb887,302,C=CC(=O)OCC(CC)CCCC,train_candidate,344
769539383,aeef2128392508cc81cc,303,C=CC(=O)OCC(CC)CCCC,test,-1
769539383,a2eefb55da4d47a4347b,304,C=CC(=O)OCC(CC)CCCC,train_candidate,347
769539383,3c7f7a7105a5eb39ca89,305,C=CC(=O)OCC(CC)CCCC,test,-1
769539383,2bf67acb4c861cf83990,306,C=CC(=O)OCC(CC)CCCC,train_candidate,337
769539383,d67e364fd6830aa2bf6f,307,C=CC(=O)OCC(CC)CCCC,train_candidate,300
