stage,split,seed,slice,n_samples,signal_A,signal_B,spearman,top5_overlap,top5_overlap_count,top10_overlap,top10_overlap_count,top20_overlap,top20_overlap_count
E1_4g_to_8g_transfer,row,525,full,59,quantile_width,latent_distance,0.76364699006429,0.6666666666666666,3,1.0,6,0.8333333333333334,12
E1_4g_to_8g_transfer,row,525,full,59,ensemble,latent_distance,0.43477498538866166,0.3333333333333333,3,0.5,6,0.5833333333333334,12
E1_4g_to_8g_transfer,row,525,common,56,quantile_width,ensemble,0.4489405331510595,0.3333333333333333,3,0.3333333333333333,6,0.6666666666666666,12
E1_4g_to_8g_transfer,row,525,common,56,quantile_width,latent_distance,0.7237183868762816,1.0,3,0.8333333333333334,6,0.75,12
E1_4g_to_8g_transfer,row,525,common,56,ensemble,latent_distance,0.35297334244702666,0.3333333333333333,3,0.5,6,0.5833333333333334,12
E1_4g_to_8g_transfer,row,525,tail,3,quantile_width,ensemble,1.0,1.0,1,1.0,1,1.0,1
E1_4g_to_8g_transfer,row,525,tail,3,quantile_width,latent_distance,1.0,1.0,1,1.0,1,1.0,1
E1_4g_to_8g_transfer,row,525,tail,3,ensemble,latent_distance,1.0,1.0,1,1.0,1,1.0,1
E1_4g_to_8g_transfer,row,1101,full,59,quantile_width,ensemble,0.13576855639976623,0.0,3,0.0,6,0.25,12
E1_4g_to_8g_transfer,row,1101,full,59,quantile_width,latent_distance,0.1337229690239626,0.0,3,0.0,6,0.25,12
E1_4g_to_8g_transfer,row,1101,full,59,ensemble,latent_distance,0.6945645821157219,0.6666666666666666,3,0.5,6,0.75,12
E1_4g_to_8g_transfer,row,1101,common,56,quantile_width,ensemble,0.20738209159261795,0.0,3,0.0,6,0.3333333333333333,12
E1_4g_to_8g_transfer,row,1101,common,56,quantile_width,latent_distance,0.23205741626794263,0.0,3,0.16666666666666666,6,0.25,12
E1_4g_to_8g_transfer,row,1101,common,56,ensemble,latent_distance,0.6595352016404649,0.6666666666666666,3,0.5,6,0.75,12
E1_4g_to_8g_transfer,row,1101,tail,3,quantile_width,ensemble,0.5,0.0,1,0.0,1,0.0,1
E1_4g_to_8g_transfer,row,1101,tail,3,quantile_width,latent_distance,1.0,1.0,1,1.0,1,1.0,1
E1_4g_to_8g_transfer,row,1101,tail,3,ensemble,latent_distance,0.5,0.0,1,0.0,1,0.0,1
E2_source_free_round0,compound,42,u0_full,3375,quantile_width,ensemble,0.5204836947899613,0.4142011834319526,169,0.6035502958579881,338,0.717037037037037,675
E2_source_free_round0,compound,42,u0_full,3375,quantile_width,latent_distance,0.5863487064602828,0.6982248520710059,169,0.6538461538461539,338,0.6014814814814815,675
E2_source_free_round0,compound,42,u0_full,3375,ensemble,latent_distance,0.618416280214506,0.4556213017751479,169,0.5177514792899408,338,0.5851851851851851,675
E2_source_free_round0,compound,525,u0_full,3372,quantile_width,ensemble,0.5354279952390536,0.3195266272189349,169,0.4201183431952662,338,0.4814814814814814,675
E2_source_free_round0,compound,525,u0_full,3372,quantile_width,latent_distance,0.5796714220380371,0.4792899408284023,169,0.5384615384615384,338,0.5807407407407408,675
E2_source_free_round0,compound,525,u0_full,3372,ensemble,latent_distance,0.5999444460810468,0.2899408284023668,169,0.4704142011834319,338,0.5496296296296296,675
E2_source_free_round0,compound,1101,u0_full,3366,quantile_width,ensemble,0.5089419184053189,0.38461538461538464,169,0.4421364985163205,337,0.48813056379821956,674
E2_source_free_round0,compound,1101,u0_full,3366,quantile_width,latent_distance,0.6149027357127965,0.6568047337278107,169,0.6913946587537092,337,0.685459940652819,674
E2_source_free_round0,compound,1101,u0_full,3366,ensemble,latent_distance,0.5610503606411447,0.3431952662721893,169,0.4658753709198813,337,0.5667655786350149,674
