selection_order,canonical_index,sample_id
207,4066,7c6e7b244de393e8554d
208,2962,42b3b7216aee53ebe1cc
209,2577,49bf28215b10617f0914
210,3281,a6a0404c3ad65c6d9326
211,4002,9845fd896eb72b0e149f
212,3268,c5879e8f93b99dcf6b34
213,4094,419f6eb4080dcb9d293b
214,1423,0c322a9024cb27b07137
215,2,bfe9ce431b45599fd5e6
216,516,904c7849feb1c686924a
217,2525,75f1650706d11848a73a
218,3801,79362765eb92377a5970
219,1265,65f4f125b5e1f8137bd9
220,3766,e163f0e07a3ada3f4e96
221,1748,97297c71a28a2ccbdeeb
222,3545,766525688b9ba3f69efe
223,4080,c9bef93a79964dc6ede1
224,1601,66454b90cefcad2e4125
225,2985,b51a88b6dc4049704214
226,212,390544a9eca0a0e37f04
227,4144,fd73bcb28ed4a4959b1f
228,3250,d922ae5579393387b2cc
229,1950,3ccd6444c8a55917fbf8
230,1967,c98657e16e93ef4ede6b
231,1669,ddd5e2937210f3295a06
232,530,9546040e1980860a8fe1
233,2969,ef909b1f112d3493ba8a
234,1137,d922a9fd0b0ab9fa4223
235,994,9e6c69af6f5142faa049
236,1920,c6159dcb5802e62284d1
237,1260,82d7243f61695e1b94cf
238,2511,ede97e1f4b6e7fe9a7eb
239,2442,6a4e95d2a3cca31094a1
240,3147,7ac16a6d90180a350ff0
241,55,8e175dc1200d398d3489
242,1377,1b4be0410f927930d56e
243,1344,6ffe4ea75461ac8164a2
244,498,ae21e5bf088e88892524
245,3415,ae377e903c7cb2c36b71
246,847,de833d1e7905f1cc3be9
247,2104,a7b3f30d3df81d5a1b39
248,2016,79c219f1a2400af70283
249,4104,8730f48ba29fd2e622ac
250,3911,e99da719af7e2c3e9a93
251,651,8af7ab6d0c4dde52bba2
252,542,35944fdd59ac331c3fcb
253,4107,b1c5816f929ef59f5a87
254,280,303e517db71305479cf8
255,2533,636491dd3f00eef5ba6f
256,731,d1d265fffbf8e2ffc35e
257,4070,9e0497d20614ebedf8ed
258,72,92bac523bed1042d6a75
259,703,36919bba0092c5813f87
260,3638,ba0d2f91eb0b005857f8
261,1485,185b059eb1bfc13b1497
262,4024,f4331eb64b6774466836
263,888,fdfbce42a3ab76d533b0
264,1039,914cbf3bfe7468210e0e
265,2039,74292a64ad6203713d6b
266,943,358461ff3742e78ea3b6
267,2316,209cc7cf667dbec940db
268,1242,9c1f4af0ef4e157e4152
269,1111,09096996d08f0c063345
270,3945,668124a369ad42ae4b89
271,807,918504cfbad81b27c08e
272,3163,f07ac5828cf38ce1bbb3
273,2841,b213664a8c509420288b
274,1194,c518e06b106674a1412d
275,2687,1cc3b837c6561b1c0a23
276,425,a99011d97b1af601fdbc
277,1727,2631e65cfde93b7bbd64
278,2812,f7fb42420a42f45b9cca
279,3925,dc8da611e77ae1bb11f2
280,3696,7becf2ab3560ce93bfc8
281,1490,ebf38d80f4c5674cf120
282,1166,8b59c86480a0a3337c63
283,1016,5a32e0aa027d68fcb9f3
284,1878,716d04ed1943f0708912
285,3778,6998dee6f6e69401798a
286,2965,0418fe1a093c55dc73e1
287,2246,fbfb34ddee14b1ea50b1
288,3311,8d11c4f585db0bf26f85
289,439,e6544a01d42439a41712
290,1532,235263d562c30a614801
291,2992,912c3bd62a46978c8a22
292,3087,2353a25bf629e6525ba2
293,3823,c4cc06293efcfb1dd49a
294,3104,2c76429fea6c16885351
295,2837,73df0d3029e8a947992e
296,2019,06b20e376e3c4ce5bfeb
297,3313,87dd1aa770dd9b7e4695
298,4043,595ef9e60d54ebad4071
299,2506,2151afbd54319dc04692
300,3730,81a4344d3452c8e992bb
301,153,4d5bd5dcd2ca1ca97cc7
302,1820,658d8ba3d430dc7188d8
303,1762,117fb19e55f91e3dffa2
304,736,7f3a3fa577dc73897305
305,144,7caf1db075b91197ba34
306,1995,3fe8b9db9fbe9d0dedc4
307,937,8cc5dd51f0360e578ac3
308,4114,9f362bfe1dab6e9eac3d
309,2502,656a6ed1f18a582de4c3
310,2386,a4d269310b605d198465
311,1604,011d2598865d3a81a17d
312,385,dde0f59c8346943fe60a
313,953,560e667eb79f1a3873bd
314,2609,e7c3cef67e17bec65d1d
315,1925,1cd689559e4c7cce7e1e
316,2670,60b7eed7a46a03b366b2
317,298,b032545691c02bde249f
318,1574,a1a20c44f0f897b9626c
319,1659,129036e0bccc4ff7e848
