column,protocol,seed,budget,actual_budget,method,target,dimension,level,q33,q67,q90,n,rmse,mae,median_absolute_error
8g,row,1425370602,30,30,standard_full_finetune,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,38.16296883867324,29.972328722222215,25.2741215
8g,row,1425370602,30,30,standard_full_finetune,V2,EA,low,,,,37,18.10723151787374,12.18432361261261,7.193220666666669
8g,row,1425370602,30,30,standard_full_finetune,V2,EA,mid,,,,58,13.446632616088037,6.304011109195403,3.864316333333333
8g,row,1425370602,30,30,standard_full_finetune,V2,EA,high,,,,20,8.568315175644669,5.987265450000001,5.331826999999999
8g,row,1425370602,30,30,source_anchored_shallow,V1,source_q50,low,4.670430885,5.217651678,8.0219976,22,1.7176905326248395,1.362453896969697,1.093336166666666
8g,row,1425370602,30,30,source_anchored_shallow,V1,source_q50,mid,4.670430885,5.217651678,8.0219976,23,1.8551061690187833,1.4001608318840582,1.0442140000000002
8g,row,1425370602,30,30,source_anchored_shallow,V1,source_q50,high,4.670430885,5.217651678,8.0219976,70,8.366151809037921,4.660636672857142,3.297109333333334
8g,row,1425370602,30,30,source_anchored_shallow,V1,source_q50,top10,4.670430885,5.217651678,8.0219976,22,13.392451467196649,7.927258962121211,5.130558666666668
8g,row,1425370602,30,30,source_anchored_shallow,V1,target_magnitude,low,9.487333333333334,13.792333333333339,26.91166666666667,38,2.903233983499605,1.81861339122807,1.093336166666666
8g,row,1425370602,30,30,source_anchored_shallow,V1,target_magnitude,mid,9.487333333333334,13.792333333333339,26.91166666666667,39,2.0555002629911354,1.6618557974358976,1.258204000000001
8g,row,1425370602,30,30,source_anchored_shallow,V1,target_magnitude,high,9.487333333333334,13.792333333333339,26.91166666666667,38,10.952608627789909,6.69743597368421,4.931616499999999
8g,row,1425370602,30,30,source_anchored_shallow,V1,target_magnitude,top10,9.487333333333334,13.792333333333339,26.91166666666667,12,18.001387873971886,11.741349944444444,8.933334333333333
8g,row,1425370602,30,30,source_anchored_shallow,V1,EA,low,,,,37,6.269139775803156,4.828216061261261,3.944649333333331
8g,row,1425370602,30,30,source_anchored_shallow,V1,EA,mid,,,,58,7.754616756910346,3.0465542310344826,1.6990980833333333
8g,row,1425370602,30,30,source_anchored_shallow,V1,EA,high,,,,20,2.253692488836302,1.6539056150000004,1.0723971666666663
8g,row,1425370602,30,30,source_anchored_shallow,V2,source_q50,low,9.59125506,13.459173569999999,16.2600692,29,5.618090548572564,2.815257235632184,1.9288969999999992
8g,row,1425370602,30,30,source_anchored_shallow,V2,source_q50,mid,9.59125506,13.459173569999999,16.2600692,32,4.744082038416988,3.846471880208333,2.6770508333333343
8g,row,1425370602,30,30,source_anchored_shallow,V2,source_q50,high,9.59125506,13.459173569999999,16.2600692,54,12.570409079115375,7.964983141975307,5.731821666666665
8g,row,1425370602,30,30,source_anchored_shallow,V2,source_q50,top10,9.59125506,13.459173569999999,16.2600692,36,14.793589284204298,9.546021203703699,6.676690666666667
8g,row,1425370602,30,30,source_anchored_shallow,V2,target_magnitude,low,18.667166666666667,28.784500000000005,45.45166666666667,38,3.2581499219773957,2.3715092807017544,1.8817546666666658
8g,row,1425370602,30,30,source_anchored_shallow,V2,target_magnitude,mid,18.667166666666667,28.784500000000005,45.45166666666667,39,4.7291310439915435,3.678618316239317,2.9114806666666695
8g,row,1425370602,30,30,source_anchored_shallow,V2,target_magnitude,high,18.667166666666667,28.784500000000005,45.45166666666667,38,15.297690080415773,10.559346912280702,7.551597499999996
8g,row,1425370602,30,30,source_anchored_shallow,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,22.587423359686742,14.743974555555551,8.329028333333333
8g,row,1425370602,30,30,source_anchored_shallow,V2,EA,low,,,,37,9.126137210301739,6.586980882882881,5.56280533333333
8g,row,1425370602,30,30,source_anchored_shallow,V2,EA,mid,,,,58,10.070087187240594,4.952532002873562,2.1217568333333343
8g,row,1425370602,30,30,source_anchored_shallow,V2,EA,high,,,,20,7.762619403629157,5.1936750416666655,3.474146666666667
8g,row,1425370602,30,30,source_anchored_full,V1,source_q50,low,4.670430885,5.217651678,8.0219976,22,3.180089425826305,2.9540321030303023,3.0710156999999993
8g,row,1425370602,30,30,source_anchored_full,V1,source_q50,mid,4.670430885,5.217651678,8.0219976,23,3.553439023479143,3.3202109028985505,3.475795333333333
8g,row,1425370602,30,30,source_anchored_full,V1,source_q50,high,4.670430885,5.217651678,8.0219976,70,14.8055544732265,9.304877088571429,6.312970050000001
8g,row,1425370602,30,30,source_anchored_full,V1,source_q50,top10,4.670430885,5.217651678,8.0219976,22,24.35720543962614,17.246939825757575,12.24822108333333
8g,row,1425370602,30,30,source_anchored_full,V1,target_magnitude,low,9.487333333333334,13.792333333333339,26.91166666666667,38,2.673755306196692,2.4485827982456136,2.6091129999999993
8g,row,1425370602,30,30,source_anchored_full,V1,target_magnitude,mid,9.487333333333334,13.792333333333339,26.91166666666667,39,4.3185180995609915,4.1277153615384625,4.206608000000001
8g,row,1425370602,30,30,source_anchored_full,V1,target_magnitude,high,9.487333333333334,13.792333333333339,26.91166666666667,38,19.773866723979292,14.175471257894737,9.822023000000002
8g,row,1425370602,30,30,source_anchored_full,V1,target_magnitude,top10,9.487333333333334,13.792333333333339,26.91166666666667,12,32.226751866683706,25.66874666944444,18.698648833333333
8g,row,1425370602,30,30,source_anchored_full,V1,EA,low,,,,37,13.89757451411996,10.192349499099098,7.359771666666667
8g,row,1425370602,30,30,source_anchored_full,V1,EA,mid,,,,58,12.131152467326867,6.311541950574711,3.9586041666666665
8g,row,1425370602,30,30,source_anchored_full,V1,EA,high,,,,20,2.961236664912973,2.475429431666667,2.446384833333333
8g,row,1425370602,30,30,source_anchored_full,V2,source_q50,low,9.59125506,13.459173569999999,16.2600692,29,6.960469272084441,4.927950091954024,4.353000333333334
8g,row,1425370602,30,30,source_anchored_full,V2,source_q50,mid,9.59125506,13.459173569999999,16.2600692,32,5.8713425632835285,4.938507760416666,4.262177166666666
8g,row,1425370602,30,30,source_anchored_full,V2,source_q50,high,9.59125506,13.459173569999999,16.2600692,54,23.098346210672,15.102824080246911,10.889070166666668
8g,row,1425370602,30,30,source_anchored_full,V2,source_q50,top10,9.59125506,13.459173569999999,16.2600692,36,27.52426776334466,18.485429805555555,12.287554833333335
8g,row,1425370602,30,30,source_anchored_full,V2,target_magnitude,low,18.667166666666667,28.784500000000005,45.45166666666667,38,4.209851996174595,3.7281272675438597,3.2997115
8g,row,1425370602,30,30,source_anchored_full,V2,target_magnitude,mid,18.667166666666667,28.784500000000005,45.45166666666667,39,6.594169928604477,5.99136808974359,6.500296000000002
8g,row,1425370602,30,30,source_anchored_full,V2,target_magnitude,high,18.667166666666667,28.784500000000005,45.45166666666667,38,27.60130951207745,19.50429235964912,14.515087333333334
8g,row,1425370602,30,30,source_anchored_full,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,44.59978811754665,33.846308722222226,22.62465833333333
8g,row,1425370602,30,30,source_anchored_full,V2,EA,low,,,,37,21.156108421020626,13.81996966216216,8.332892
8g,row,1425370602,30,30,source_anchored_full,V2,EA,mid,,,,58,15.127949661875054,8.380130994252875,5.807462166666667
8g,row,1425370602,30,30,source_anchored_full,V2,EA,high,,,,20,8.61643557791767,5.9554413083333335,4.319420333333333
8g,row,1425370602,50,50,scale_only,V1,source_q50,low,4.684250119,5.542827636,10.250233199999997,22,1.2608604583942766,0.9889538644077821,0.8439132644926968
8g,row,1425370602,50,50,scale_only,V1,source_q50,mid,4.684250119,5.542827636,10.250233199999997,31,1.3092504626900279,0.9717297551182783,0.8405256988136234
8g,row,1425370602,50,50,scale_only,V1,source_q50,high,4.684250119,5.542827636,10.250233199999997,62,6.940168522856906,3.94396829501214,2.1549636525004052
8g,row,1425370602,50,50,scale_only,V1,source_q50,top10,4.684250119,5.542827636,10.250233199999997,13,12.689072787597617,7.447325098528305,4.738024614693657
8g,row,1425370602,50,50,scale_only,V1,target_magnitude,low,9.487333333333334,13.792333333333339,26.91166666666667,38,2.8706845652946136,1.7640763130074226,1.1844982379481435
8g,row,1425370602,50,50,scale_only,V1,target_magnitude,mid,9.487333333333334,13.792333333333339,26.91166666666667,39,1.5124863573283025,1.110672406872879,0.9136750643161307
8g,row,1425370602,50,50,scale_only,V1,target_magnitude,high,9.487333333333334,13.792333333333339,26.91166666666667,38,8.385502631319767,4.896197840896479,2.771628972235252
8g,row,1425370602,50,50,scale_only,V1,target_magnitude,top10,9.487333333333334,13.792333333333339,26.91166666666667,12,13.809279116734306,9.152351843278096,5.821132674814251
8g,row,1425370602,50,50,scale_only,V1,EA,low,,,,37,5.3786438051946845,3.647844996447875,2.0568136427905124
8g,row,1425370602,50,50,scale_only,V1,EA,mid,,,,58,5.600842007982632,2.0579674407320097,1.068072809827929
8g,row,1425370602,50,50,scale_only,V1,EA,high,,,,20,3.037856453200528,2.103713264268129,1.2942355700769443
8g,row,1425370602,50,50,scale_only,V2,source_q50,low,8.933699644999999,13.30680545,32.05351739999999,24,6.149301730111338,2.901871845838921,1.488119925520686
8g,row,1425370602,50,50,scale_only,V2,source_q50,mid,8.933699644999999,13.30680545,32.05351739999999,36,4.066419819302511,3.0376571098101963,2.6343851742899638
8g,row,1425370602,50,50,scale_only,V2,source_q50,high,8.933699644999999,13.30680545,32.05351739999999,55,9.91890000768015,5.8549013449633085,3.2803567504370648
8g,row,1425370602,50,50,scale_only,V2,source_q50,top10,8.933699644999999,13.30680545,32.05351739999999,7,23.116840711690962,15.679649156587319,6.56907235909226
8g,row,1425370602,50,50,scale_only,V2,target_magnitude,low,18.667166666666667,28.784500000000005,45.45166666666667,38,2.449082844068412,1.758851133795905,1.2740673089090953
8g,row,1425370602,50,50,scale_only,V2,target_magnitude,mid,18.667166666666667,28.784500000000005,45.45166666666667,39,4.829695984498991,3.6543052522080335,2.800030085065547
8g,row,1425370602,50,50,scale_only,V2,target_magnitude,high,18.667166666666667,28.784500000000005,45.45166666666667,38,12.3291871678026,7.675418586998039,4.044839345966675
8g,row,1425370602,50,50,scale_only,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,18.512203779604892,12.11554240634895,6.573623865583951
8g,row,1425370602,50,50,scale_only,V2,EA,low,,,,37,6.603817739707572,4.079555621503886,2.5189858345761706
8g,row,1425370602,50,50,scale_only,V2,EA,mid,,,,58,8.398380651968537,4.365545807695295,2.9128813073746826
8g,row,1425370602,50,50,scale_only,V2,EA,high,,,,20,7.7765222944506736,4.843746969215616,2.6523696724448653
8g,row,1425370602,50,50,local_identity_shrinkage,V1,source_q50,low,4.684250119,5.542827636,10.250233199999997,22,1.3198435806681386,1.053763703473121,0.9806042672204258
8g,row,1425370602,50,50,local_identity_shrinkage,V1,source_q50,mid,4.684250119,5.542827636,10.250233199999997,31,1.3010145799367447,0.9419131038704286,0.6900264868658486
8g,row,1425370602,50,50,local_identity_shrinkage,V1,source_q50,high,4.684250119,5.542827636,10.250233199999997,62,6.930363754990096,3.9438086081533315,2.036968062402959
8g,row,1425370602,50,50,local_identity_shrinkage,V1,source_q50,top10,4.684250119,5.542827636,10.250233199999997,13,12.651157787511318,7.485118014936544,4.760044820302788
8g,row,1425370602,50,50,local_identity_shrinkage,V1,target_magnitude,low,9.487333333333334,13.792333333333339,26.91166666666667,38,2.8155380301576693,1.7154636478518193,1.0437212366238073
8g,row,1425370602,50,50,local_identity_shrinkage,V1,target_magnitude,mid,9.487333333333334,13.792333333333339,26.91166666666667,39,1.4977726173241666,1.1068767991320505,0.8218819199809371
8g,row,1425370602,50,50,local_identity_shrinkage,V1,target_magnitude,high,9.487333333333334,13.792333333333339,26.91166666666667,38,8.397879832702824,4.9616428320363015,2.859837522529837
8g,row,1425370602,50,50,local_identity_shrinkage,V1,target_magnitude,top10,9.487333333333334,13.792333333333339,26.91166666666667,12,13.782122193702588,9.189677461299482,5.8223051313423895
8g,row,1425370602,50,50,local_identity_shrinkage,V1,EA,low,,,,37,5.433850850745576,3.7078264482196786,1.9613216515064522
8g,row,1425370602,50,50,local_identity_shrinkage,V1,EA,mid,,,,58,5.571095078009313,2.0591120238144747,1.0688912484126574
8g,row,1425370602,50,50,local_identity_shrinkage,V1,EA,high,,,,20,2.9665712027565156,2.0140082718265444,1.1762618518386985
8g,row,1425370602,50,50,local_identity_shrinkage,V2,source_q50,low,8.933699644999999,13.30680545,32.05351739999999,24,6.0919617858287465,2.7989024319012117,1.495346672788167
8g,row,1425370602,50,50,local_identity_shrinkage,V2,source_q50,mid,8.933699644999999,13.30680545,32.05351739999999,36,3.7639715743153332,3.017174557071006,2.316529076890186
8g,row,1425370602,50,50,local_identity_shrinkage,V2,source_q50,high,8.933699644999999,13.30680545,32.05351739999999,55,10.75293820695968,6.806544421689631,4.31481032141393
8g,row,1425370602,50,50,local_identity_shrinkage,V2,source_q50,top10,8.933699644999999,13.30680545,32.05351739999999,7,25.407829293535247,22.652163149007663,23.639312048549044
8g,row,1425370602,50,50,local_identity_shrinkage,V2,target_magnitude,low,18.667166666666667,28.784500000000005,45.45166666666667,38,2.8503982383523407,2.070514587932553,1.688715094899968
8g,row,1425370602,50,50,local_identity_shrinkage,V2,target_magnitude,mid,18.667166666666667,28.784500000000005,45.45166666666667,39,5.591755521740591,3.9276597370373656,2.91879077114859
8g,row,1425370602,50,50,local_identity_shrinkage,V2,target_magnitude,high,18.667166666666667,28.784500000000005,45.45166666666667,38,12.806194010541388,8.376147408611073,5.695224236241147
8g,row,1425370602,50,50,local_identity_shrinkage,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,19.754400555764324,15.169266267775292,10.040421783415251
8g,row,1425370602,50,50,local_identity_shrinkage,V2,EA,low,,,,37,9.907631204855448,5.6765202780807416,2.91879077114859
8g,row,1425370602,50,50,local_identity_shrinkage,V2,EA,mid,,,,58,7.1723236055622515,4.269755135835483,2.134178229396282
8g,row,1425370602,50,50,local_identity_shrinkage,V2,EA,high,,,,20,7.564779708748808,4.623741872283476,2.463913852647451
8g,row,1425370602,50,50,conditional_EA,V1,source_q50,low,4.684250119,5.542827636,10.250233199999997,22,1.3133522626829128,1.0411775049531031,0.7845067618830806
8g,row,1425370602,50,50,conditional_EA,V1,source_q50,mid,4.684250119,5.542827636,10.250233199999997,31,1.2034048569008697,0.8606014385296002,0.6012073642815086
8g,row,1425370602,50,50,conditional_EA,V1,source_q50,high,4.684250119,5.542827636,10.250233199999997,62,6.857377343540866,3.9368037958908952,2.1451544275594197
8g,row,1425370602,50,50,conditional_EA,V1,source_q50,top10,4.684250119,5.542827636,10.250233199999997,13,12.70683224358433,7.954040725214702,5.817940852828762
8g,row,1425370602,50,50,conditional_EA,V1,target_magnitude,low,9.487333333333334,13.792333333333339,26.91166666666667,38,2.6082701054211563,1.519651764349068,0.8551499753858502
8g,row,1425370602,50,50,conditional_EA,V1,target_magnitude,mid,9.487333333333334,13.792333333333339,26.91166666666667,39,1.6132001586022926,1.1929302458106945,0.8481332271436859
8g,row,1425370602,50,50,conditional_EA,V1,target_magnitude,high,9.487333333333334,13.792333333333339,26.91166666666667,38,8.332395711617005,4.984087853072099,3.055835282645206
8g,row,1425370602,50,50,conditional_EA,V1,target_magnitude,top10,9.487333333333334,13.792333333333339,26.91166666666667,12,13.798290316944204,9.723085525587468,6.7494532614480605
8g,row,1425370602,50,50,conditional_EA,V1,EA,low,,,,37,5.813333190525067,3.8579084255788887,2.1470913142166435
8g,row,1425370602,50,50,conditional_EA,V1,EA,mid,,,,58,5.2797219914352675,2.0087803156538455,1.0444351628086181
8g,row,1425370602,50,50,conditional_EA,V1,EA,high,,,,20,2.56046801919378,1.7207257497139754,1.0433250956650433
8g,row,1425370602,50,50,conditional_EA,V2,source_q50,low,8.933699644999999,13.30680545,32.05351739999999,24,5.8521455479160975,2.660776873308888,1.1588131301960631
8g,row,1425370602,50,50,conditional_EA,V2,source_q50,mid,8.933699644999999,13.30680545,32.05351739999999,36,3.7846656598923785,3.101546476617294,2.4317746791635937
8g,row,1425370602,50,50,conditional_EA,V2,source_q50,high,8.933699644999999,13.30680545,32.05351739999999,55,10.359188044923595,6.549940151057256,3.837601057368481
8g,row,1425370602,50,50,conditional_EA,V2,source_q50,top10,8.933699644999999,13.30680545,32.05351739999999,7,23.93742601798835,20.712999733687266,18.698631749756657
8g,row,1425370602,50,50,conditional_EA,V2,target_magnitude,low,18.667166666666667,28.784500000000005,45.45166666666667,38,3.0490525671164708,2.1681046328132867,1.4517732986933725
8g,row,1425370602,50,50,conditional_EA,V2,target_magnitude,mid,18.667166666666667,28.784500000000005,45.45166666666667,39,5.674060007137498,3.92700787802005,2.909707700836556
8g,row,1425370602,50,50,conditional_EA,V2,target_magnitude,high,18.667166666666667,28.784500000000005,45.45166666666667,38,12.173006765901496,7.900519556213112,5.16709246875347
8g,row,1425370602,50,50,conditional_EA,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,18.749989517357623,14.362718822263853,9.821031710226322
8g,row,1425370602,50,50,conditional_EA,V2,EA,low,,,,37,8.924677484629484,5.188498700890075,2.7157294826023417
8g,row,1425370602,50,50,conditional_EA,V2,EA,mid,,,,58,7.454784697412574,4.369409289130873,2.3902682814515614
8g,row,1425370602,50,50,conditional_EA,V2,EA,high,,,,20,7.312564240263401,4.51804178616308,2.966418093439791
8g,row,1425370602,50,50,conditional_policy,V1,source_q50,low,4.684250119,5.542827636,10.250233199999997,22,1.2608604583942766,0.9889538644077821,0.8439132644926968
8g,row,1425370602,50,50,conditional_policy,V1,source_q50,mid,4.684250119,5.542827636,10.250233199999997,31,1.3092504626900279,0.9717297551182783,0.8405256988136234
8g,row,1425370602,50,50,conditional_policy,V1,source_q50,high,4.684250119,5.542827636,10.250233199999997,62,6.940168522856906,3.94396829501214,2.1549636525004052
8g,row,1425370602,50,50,conditional_policy,V1,source_q50,top10,4.684250119,5.542827636,10.250233199999997,13,12.689072787597617,7.447325098528305,4.738024614693657
8g,row,1425370602,50,50,conditional_policy,V1,target_magnitude,low,9.487333333333334,13.792333333333339,26.91166666666667,38,2.8706845652946136,1.7640763130074226,1.1844982379481435
8g,row,1425370602,50,50,conditional_policy,V1,target_magnitude,mid,9.487333333333334,13.792333333333339,26.91166666666667,39,1.5124863573283025,1.110672406872879,0.9136750643161307
8g,row,1425370602,50,50,conditional_policy,V1,target_magnitude,high,9.487333333333334,13.792333333333339,26.91166666666667,38,8.385502631319767,4.896197840896479,2.771628972235252
8g,row,1425370602,50,50,conditional_policy,V1,target_magnitude,top10,9.487333333333334,13.792333333333339,26.91166666666667,12,13.809279116734306,9.152351843278096,5.821132674814251
8g,row,1425370602,50,50,conditional_policy,V1,EA,low,,,,37,5.3786438051946845,3.647844996447875,2.0568136427905124
8g,row,1425370602,50,50,conditional_policy,V1,EA,mid,,,,58,5.600842007982632,2.0579674407320097,1.068072809827929
8g,row,1425370602,50,50,conditional_policy,V1,EA,high,,,,20,3.037856453200528,2.103713264268129,1.2942355700769443
8g,row,1425370602,50,50,conditional_policy,V2,source_q50,low,8.933699644999999,13.30680545,32.05351739999999,24,6.149301730111338,2.901871845838921,1.488119925520686
8g,row,1425370602,50,50,conditional_policy,V2,source_q50,mid,8.933699644999999,13.30680545,32.05351739999999,36,4.066419819302511,3.0376571098101963,2.6343851742899638
8g,row,1425370602,50,50,conditional_policy,V2,source_q50,high,8.933699644999999,13.30680545,32.05351739999999,55,9.91890000768015,5.8549013449633085,3.2803567504370648
8g,row,1425370602,50,50,conditional_policy,V2,source_q50,top10,8.933699644999999,13.30680545,32.05351739999999,7,23.116840711690962,15.679649156587319,6.56907235909226
8g,row,1425370602,50,50,conditional_policy,V2,target_magnitude,low,18.667166666666667,28.784500000000005,45.45166666666667,38,2.449082844068412,1.758851133795905,1.2740673089090953
8g,row,1425370602,50,50,conditional_policy,V2,target_magnitude,mid,18.667166666666667,28.784500000000005,45.45166666666667,39,4.829695984498991,3.6543052522080335,2.800030085065547
8g,row,1425370602,50,50,conditional_policy,V2,target_magnitude,high,18.667166666666667,28.784500000000005,45.45166666666667,38,12.3291871678026,7.675418586998039,4.044839345966675
8g,row,1425370602,50,50,conditional_policy,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,18.512203779604892,12.11554240634895,6.573623865583951
8g,row,1425370602,50,50,conditional_policy,V2,EA,low,,,,37,6.603817739707572,4.079555621503886,2.5189858345761706
8g,row,1425370602,50,50,conditional_policy,V2,EA,mid,,,,58,8.398380651968537,4.365545807695295,2.9128813073746826
8g,row,1425370602,50,50,conditional_policy,V2,EA,high,,,,20,7.7765222944506736,4.843746969215616,2.6523696724448653
8g,row,1425370602,50,50,target_head_only,V1,source_q50,low,4.684250119,5.542827636,10.250233199999997,22,1.7239392759416339,1.4409340378787876,1.372883816666667
8g,row,1425370602,50,50,target_head_only,V1,source_q50,mid,4.684250119,5.542827636,10.250233199999997,31,1.6848577371877067,1.3443965268817204,1.067008333333332
8g,row,1425370602,50,50,target_head_only,V1,source_q50,high,4.684250119,5.542827636,10.250233199999997,62,7.413600866158429,4.15013898655914,2.7192196666666666
8g,row,1425370602,50,50,target_head_only,V1,source_q50,top10,4.684250119,5.542827636,10.250233199999997,13,14.140136490631203,7.512780487179489,4.430883666666666
8g,row,1425370602,50,50,target_head_only,V1,target_magnitude,low,9.487333333333334,13.792333333333339,26.91166666666667,38,3.012173398903889,2.075282571052631,1.372883816666667
8g,row,1425370602,50,50,target_head_only,V1,target_magnitude,mid,9.487333333333334,13.792333333333339,26.91166666666667,39,2.0934757965885353,1.6694233623931625,1.3388880000000007
8g,row,1425370602,50,50,target_head_only,V1,target_magnitude,high,9.487333333333334,13.792333333333339,26.91166666666667,38,8.952053338757485,4.91361077631579,2.929627833333333
8g,row,1425370602,50,50,target_head_only,V1,target_magnitude,top10,9.487333333333334,13.792333333333339,26.91166666666667,12,15.017477513705312,8.743889916666667,5.323174833333336
8g,row,1425370602,50,50,target_head_only,V1,EA,low,,,,37,4.692460653663244,3.355672355855856,2.224503333333331
8g,row,1425370602,50,50,target_head_only,V1,EA,mid,,,,58,6.670615826871384,2.799280870689655,1.6023808499999999
8g,row,1425370602,50,50,target_head_only,V1,EA,high,,,,20,2.876224825569816,2.2083645333333335,1.5129741666666652
8g,row,1425370602,50,50,target_head_only,V2,source_q50,low,8.933699644999999,13.30680545,32.05351739999999,24,5.921883167368364,2.6050911805555548,1.0790411666666655
8g,row,1425370602,50,50,target_head_only,V2,source_q50,mid,8.933699644999999,13.30680545,32.05351739999999,36,3.9895044823993207,3.157266601851852,2.715292
8g,row,1425370602,50,50,target_head_only,V2,source_q50,high,8.933699644999999,13.30680545,32.05351739999999,55,10.191009930712791,6.214258630303031,4.090860000000003
8g,row,1425370602,50,50,target_head_only,V2,source_q50,top10,8.933699644999999,13.30680545,32.05351739999999,7,23.431896759444562,16.23248452380952,8.015896666666634
8g,row,1425370602,50,50,target_head_only,V2,target_magnitude,low,18.667166666666667,28.784500000000005,45.45166666666667,38,2.604495946884785,1.7424005350877192,1.039139333333332
8g,row,1425370602,50,50,target_head_only,V2,target_magnitude,mid,18.667166666666667,28.784500000000005,45.45166666666667,39,4.7151270300134085,3.662258991452992,2.957927333333334
8g,row,1425370602,50,50,target_head_only,V2,target_magnitude,high,18.667166666666667,28.784500000000005,45.45166666666667,38,12.56762129363809,8.129702359649125,4.817434333333333
8g,row,1425370602,50,50,target_head_only,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,18.959487908943977,12.919537111111106,7.990491499999983
8g,row,1425370602,50,50,target_head_only,V2,EA,low,,,,37,6.53822566501241,4.270299945945945,2.680902666666668
8g,row,1425370602,50,50,target_head_only,V2,EA,mid,,,,58,8.709926892954813,4.551529028735632,2.7777206666666663
8g,row,1425370602,50,50,target_head_only,V2,EA,high,,,,20,7.566416274323169,4.79891145,2.9859836666666677
8g,row,1425370602,50,50,standard_shallow_finetune,V1,source_q50,low,4.684250119,5.542827636,10.250233199999997,22,1.7428194760978826,1.5403921727272725,1.4337404166666667
8g,row,1425370602,50,50,standard_shallow_finetune,V1,source_q50,mid,4.684250119,5.542827636,10.250233199999997,31,1.4649395149030606,1.1764493118279573,0.9544716666666684
8g,row,1425370602,50,50,standard_shallow_finetune,V1,source_q50,high,4.684250119,5.542827636,10.250233199999997,62,7.34551004738527,4.080608801075268,2.5937755000000005
8g,row,1425370602,50,50,standard_shallow_finetune,V1,source_q50,top10,4.684250119,5.542827636,10.250233199999997,13,13.890933213525555,8.112652384615386,3.8304776666666633
8g,row,1425370602,50,50,standard_shallow_finetune,V1,target_magnitude,low,9.487333333333334,13.792333333333339,26.91166666666667,38,3.2554975426657706,2.129193911403508,1.4407223333333339
8g,row,1425370602,50,50,standard_shallow_finetune,V1,target_magnitude,mid,9.487333333333334,13.792333333333339,26.91166666666667,39,1.7879828767717332,1.3604623803418805,1.0701143333333327
8g,row,1425370602,50,50,standard_shallow_finetune,V1,target_magnitude,high,9.487333333333334,13.792333333333339,26.91166666666667,38,8.81273353982094,4.983918438596492,3.261597833333334
8g,row,1425370602,50,50,standard_shallow_finetune,V1,target_magnitude,top10,9.487333333333334,13.792333333333339,26.91166666666667,12,14.782658822488626,9.4515995,4.562484333333339
8g,row,1425370602,50,50,standard_shallow_finetune,V1,EA,low,,,,37,5.73940657547446,3.475823572072072,2.1925183333333322
8g,row,1425370602,50,50,standard_shallow_finetune,V1,EA,mid,,,,58,6.0523412885153105,2.6557852660919536,1.5739073333333327
8g,row,1425370602,50,50,standard_shallow_finetune,V1,EA,high,,,,20,2.6005503078558903,2.035764226666667,1.6343577666666662
8g,row,1425370602,50,50,standard_shallow_finetune,V2,source_q50,low,8.933699644999999,13.30680545,32.05351739999999,24,6.0228109338482305,2.7888079125,1.242431166666667
8g,row,1425370602,50,50,standard_shallow_finetune,V2,source_q50,mid,8.933699644999999,13.30680545,32.05351739999999,36,3.9434224165889895,2.859712833333334,1.9673215000000006
8g,row,1425370602,50,50,standard_shallow_finetune,V2,source_q50,high,8.933699644999999,13.30680545,32.05351739999999,55,10.840876316689434,6.691753878787879,3.610712666666668
8g,row,1425370602,50,50,standard_shallow_finetune,V2,source_q50,top10,8.933699644999999,13.30680545,32.05351739999999,7,25.0457048734098,18.63586547619047,11.344326666666632
8g,row,1425370602,50,50,standard_shallow_finetune,V2,target_magnitude,low,18.667166666666667,28.784500000000005,45.45166666666667,38,2.9690448541039185,1.9510777956140348,1.242431166666667
8g,row,1425370602,50,50,standard_shallow_finetune,V2,target_magnitude,mid,18.667166666666667,28.784500000000005,45.45166666666667,39,5.110328844911594,3.6221198803418813,2.092599
8g,row,1425370602,50,50,standard_shallow_finetune,V2,target_magnitude,high,18.667166666666667,28.784500000000005,45.45166666666667,38,13.119666111945438,8.487470622807018,4.729741000000001
8g,row,1425370602,50,50,standard_shallow_finetune,V2,target_magnitude,top10,18.667166666666667,28.784500000000005,45.45166666666667,12,19.787385667905752,13.640437499999997,8.844459333333333
8g,row,1425370602,50,50,standard_shallow_finetune,V2,EA,low,,,,37,8.909273149488111,4.997924099099098,2.7300406666666674
8g,row,1425370602,50,50,standard_shallow_finetune,V2,EA,mid,,,,58,7.998845469588703,4.289064380459771,1.6490728333333333
8g,row,1425370602,50,50,standard_shallow_finetune,V2,EA,high,,,,20,7.89444976270542,5.211929475,3.332550583333333
8g,row,1425370602,50,50,standard_full_finetune,V1,source_q50,low,4.684250119,5.542827636,10.250233199999997,22,2.2678592884723194,1.6546951787878788,1.2274791333333326
8g,row,1425370602,50,50,standard_full_finetune,V1,source_q50,mid,4.684250119,5.542827636,10.250233199999997,31,2.5995377371885136,1.788640080645161,1.461060333333334
