selection_order,canonical_index,sample_id
94,542,35944fdd59ac331c3fcb
95,1303,4fb92bd1fab3ba235858
96,621,6ce2b891280aed137ab8
97,4153,e6dcf9d6f65fa598a38e
98,2690,c4bb286978fe9078a303
99,1484,5af6c421ec2f60487c59
100,43,3016ab4b83227fcf83e4
101,3353,50f5409ef3b0d36c6355
102,1038,d86448c8f5aaa8ebcf7f
103,3814,b3d9bb5afa82b99f2a11
104,2033,52b474514f1e9ba6c4d2
105,996,e6e78489d1da4066c07e
106,2023,233d989ae4a18100f4c1
107,936,efba7e70f4e46055398b
108,2190,b0802294da4fd71d0f9d
109,4022,cf8ab33c25ad391a584c
110,3316,dee5054e9bcc457f0464
111,593,68f56b81e86e40c37d6b
112,63,54bc75cc4d64dac2ed48
113,229,8925249b7fbe141dbce6
114,1914,043a0d0addd3cb32d73b
115,1493,f6c49d6bc4b677f17278
116,2318,cb6d3ef1b6dde291fbac
117,2279,9ddc2e8babb52ee8e772
118,4080,c9bef93a79964dc6ede1
119,3711,ba4d64425eed071718e4
120,3579,7ac90b210e42d27c5a04
121,1210,9e3ce3497298084abd83
122,981,434e465cfa7e0034f233
123,3215,0774ceee565be86b891c
124,2189,316b7260106904f99ae8
125,344,d7b0845793265cab0c33
126,1830,fea75df17d0bf593243f
127,1140,7b69466d230dfaae0ae1
128,2560,a4fc5d66da363324e2bf
129,993,17c1bb3be086a2b6ffec
130,1809,a5b35b440a2cb03e25cd
131,1148,e7bf6bd74f8498f1cb11
132,3276,d824f03d11ae777a2d00
133,1995,3fe8b9db9fbe9d0dedc4
134,2355,eed75e5b0d9c27fa754c
135,2917,3ae1262572c1d989fe91
136,3522,6c28e50241ca84637c9f
137,2408,2cc7c8ae52cdb25ca284
138,1851,ff9bcaab8e95f60d70bc
139,3886,71b1366f422bdb427e46
140,3639,b6788273a51c50c0e948
141,3148,80de1b57c56257d2ecae
142,1512,e83cbe662d2235b30b7e
143,3949,8fca5f8901efd254353e
144,111,e35fdc08a1113b193889
145,1378,bd3435c0f9b14ec7997d
146,3759,c82167c626a1495ef750
147,1197,4d1e1e0eca90a46d77b2
148,1850,1a382a7d3a13ed7fb28f
149,3873,ddf2f769007f3d9f75fd
150,16,19ac0f010c25e2c5360d
151,1186,6209df8dd01072ab8a47
152,3903,6f43332e2665523bcccc
153,2582,88d14a06520635fcb6ae
154,1209,61b73b8065ae2ece22eb
155,213,28927cd17cd253754377
156,3855,67434b9a07488d70219b
157,2352,8b197f0ed5860f909b5f
158,707,931009eecbb6eaaecd32
159,401,2466da143763ef5563ef
160,67,b0764b94416833704b53
161,3810,064249131c1c3106e540
162,3110,3f79435038d038b87d4f
163,972,ecd17c7ea435a1e33f6b
164,1574,a1a20c44f0f897b9626c
165,3813,eb383b92fe958c91d272
166,1877,a5446977630484ca5fe1
167,3991,1d15ee46756cd1845a68
168,1960,2f0437567e9d50e90296
169,3641,c692f211a6366b2f15c2
170,1057,5bad82a6cffd60e7a6c9
171,1515,87d4aa727f2254c554ac
172,660,3a683d29eb52f6e51f7a
173,2336,a7906197994af5c86745
174,525,db2709229820b71e283b
175,1871,dafe887ed8c49efe19b9
176,4059,fd9cda2d3ab32ea2a360
177,2623,2d55c475fcf1f4ced2d2
178,4093,fd11ee7c408d95a1a8e6
179,2389,b40d8c452de81f2360b9
180,3055,da41b1fbf379bd1b8e24
181,1895,a01a137fa48c1391b9e7
182,3696,7becf2ab3560ce93bfc8
183,2381,9ad00109e888c57d5d30
184,2276,715cf6b265c19d80e943
185,1259,de4e10d3a5d448ffcdda
186,596,122fbec0df9ecf1c5d89
187,4043,595ef9e60d54ebad4071
188,1806,6e2325f6234c59293bd5
189,1980,f91285c618eacb53538b
190,2304,199cdd47b9f05e12aaa1
191,2038,195ef0093f90d8fd51ad
192,4061,f5477be41896484d6b21
193,2593,3ef36e4ee22e16660eb4
194,2639,29986931427da0e193ef
195,3736,dc795e0a68f104353b33
196,1862,1aceeb0ee0419209d1c7
197,2506,2151afbd54319dc04692
198,1452,595b6756e53ba1100289
199,3270,3c4c856ec5ee29c66540
200,3987,c68db037670dea886720
201,1091,183768832c247da26797
202,564,93f10a8edf06f7acae26
203,3144,ea9ef1bc8766196ca96d
204,1014,b522f87b2ab193018419
205,726,84cd955ed2d585ae02fe
206,2677,2cfa393cb79664e100ce
207,1015,f38e850cb54d17a50d3c
208,2379,038c2ece456c59cf6285
209,616,3cd6baf11210b3dcfb43
210,2160,b21061720e23b7a5bdcb
211,648,658deb7d61cd8cd7c4b1
212,3207,fb3554edb66d06986f1f
213,3752,aff2ffd59a0610a54995
214,865,beda2205eedbe1688e1f
215,1269,51f4126a3aadb3239225
216,2183,e5c683a60b64d9cc299c
217,4112,f1e08c239f1c0950ad36
218,3912,cdaf95461fe3b3d80075
219,3636,cd886ea93739886ed3c6
220,2249,9ed7c1fb1c2cc499bbf9
221,498,ae21e5bf088e88892524
222,3835,b7bebdf1c141f2ae938e
223,1633,43752c7d1a89edff7085
224,1892,3e69cf586f3eb0f0fa8c
225,2796,3db104bb8e34d2f26c94
226,3354,6a4be1a58bc5ec9ed008
227,76,91161a9006beb2042fa7
228,3222,40d5f6dbba8de32e9852
229,3084,c17fee6d4419cf961d3a
230,1050,93ce299d2e2f5bf83250
231,3456,5c2bc1d92128a17d996d
232,3766,e163f0e07a3ada3f4e96
233,2447,b51b5dbcd2a38b174973
234,2674,769f1d04efb22c05cfdf
235,3297,cace6f00c46aea69fe39
236,4162,b37608f8c4a8ee4b8696
237,2044,b5aa0bae2967975bdf4b
238,2218,1db0e6b02c58a5022d3e
239,2008,95d1d257dfea69f178f8
240,2873,cd04739913b72a351990
241,3500,ef542600347c1bda4d27
242,2331,6be742f06dddb42eb929
243,1430,8f1e0cc3cdc0e6164229
244,1793,2c843c0ebe8a201b2da1
245,3170,2f22fe92623a5d221e6e
246,4023,4c46ceefd6147b1e0a7a
247,3509,953c36233727e4998c93
248,3510,f3a9b0a4924369149487
249,1299,426ed16e4b39d346244b
250,2057,5f8a81445707df0eaad0
251,3774,01ed985e6ebf7d4a3dc8
252,1352,db9851c0898e1d345de2
253,1912,3af0219c06bb010d7fd0
254,296,5c4c93d36b2fc71b1442
255,491,8c3bb4a0887f8635cf5f
256,2459,1965d663b09320f566a5
257,1767,df71c07fd931cc29213b
258,1441,8de30a7f5764c20b232e
259,942,1211905ebc8972913270
260,4136,ac975c791f030093081f
261,4017,1668026caa5d708642cf
262,970,a7990e0922fe119d57a6
263,2918,39963f2ef0f22d86beed
264,739,a202794731bbb6368378
265,3934,9ffee2813aef5c26f96f
266,1714,d1ec836ef828ebbf94ad
267,1034,f0674071a9f7bce0703c
268,1561,6757824312738e94bd8e
269,183,0141de34d99a6428ddd7
270,1766,55d368396013c3c895c3
271,2580,e5e2c9dac97e9132f66f
272,3920,692318a7ef5974282184
273,201,74541dbf8571f881c454
274,3543,3e75262e7afda8b7f54b
275,3459,780b13846ace50ede763
276,4161,1e971da91b3a8229f0e0
277,1650,5cc67d02b8fad1c648d6
278,2489,d5b6201c7690d729361c
279,1680,592318a94c7b0ce1eb88
280,1543,fae79bab43155a52988f
281,1938,b6f1b33a5491968c645e
282,1963,53c040ff6322144b3053
283,718,1d9eabd939a185c1b128
284,3059,41133662186c9c2cfc56
285,3231,55200f8e501a16ffa0cf
286,2537,10348a0af7836c3323fe
287,1347,a7a25b933eeedf6b2766
288,0,c32ed74eba9d7dfc4860
289,4030,bccdbbd73be98bf008c8
290,113,28e9fea3e3293f2b8a0e
291,1251,7bfad75485e830b6d460
292,1369,4fce6e1a422b4f54c601
293,2596,b43781cffcdb47081a21
294,4065,ffa53b3aa054bc392704
295,3416,dd055d2ba5398880d3da
296,3016,83ffe1ef81223c12af38
297,3179,fb802a5856aeed00d9a0
298,3142,989222022f8f567ee126
299,3868,f05558de399ad23eb6f6
300,2257,f902397116230fb405c0
301,557,e9d196dc9d1443121cf9
302,4034,03e8372f11ac433be4fa
303,1365,cbe7e55e896b42820ba5
304,4099,84e56cf199f91314159c
305,1646,742735a20e3a21be6d2c
306,4107,b1c5816f929ef59f5a87
307,553,02ddeed8a16d3adf3e28
308,853,2d178efe0181baca2bd5
309,1553,90ae8e9fe447f6a79598
310,3153,e4a7e43d15fcdee2ba1d
311,3061,ac9bd2379845cb41edb8
312,1668,5cc672fc502a8346577f
313,2140,a3b638d4b969c7f2a61b
314,3925,dc8da611e77ae1bb11f2
315,362,d2ff7a583ff7ba867f92
316,3708,211d35ba2d70d66634dc
317,158,42770dd6e8757a403d93
318,385,dde0f59c8346943fe60a
319,1047,fa81c4e1817366c902f3
