selection_order,canonical_index,sample_id
53,1099,97b105f90c11a10a2cac
54,4146,5307ce95bcee2886afe0
55,943,358461ff3742e78ea3b6
56,4138,8b8becd233748ccae9e3
57,594,e511eaf853100c310877
58,1263,434ffacb33eccce497c5
59,2677,2cfa393cb79664e100ce
60,1375,9b1545dfa05c9439870b
61,3854,654a4a40363a388cf9cb
62,3004,8ab3606b0d15babbd1c7
63,18,d15ae6c5a25f630d3055
64,1204,cf36dbeee8bb51632d84
65,2043,7ad898a193c20e7a329c
66,4031,d626f5ddb709bc11257a
67,984,449b809e4efaaf2af86a
68,145,7b42519983cf93dd7efd
69,2445,29db30571b2a1ae59cc7
70,2982,65d07ddf4c4bdb3cf60b
71,620,10f14f6ee69ba06bbe68
72,1938,b6f1b33a5491968c645e
73,219,987027dd660186de8266
74,3501,afa41ea119c8062d57fa
75,3906,e8985293d175e0f0f8dd
76,3230,596bd04bfe916866f908
77,863,985361f6699d97f9464f
78,334,034aaf7715b5ec8bd7ee
79,1239,59752d0b8c96b9efb90c
80,2414,3163a9b58f1a52a1992c
81,3927,1182373ab8814dbe2f43
82,3599,b8268449dc991ce92f3d
83,1814,e82a87ee526fdd9b1e8d
84,158,42770dd6e8757a403d93
85,1243,38ac413d67aacb0d9060
86,847,de833d1e7905f1cc3be9
87,1910,0e1567be6a6ec6d0298e
88,834,4ee22742c686bdbb1cb9
89,2091,380e1e6e22f1e66a0963
90,2039,74292a64ad6203713d6b
91,2941,c698067a7f9c576a34a2
92,2153,1395836aef00d6a880b0
93,3428,28d8efb10e9abe6740a6
94,1608,c11cd3254f56bcefba08
95,3297,cace6f00c46aea69fe39
96,1269,51f4126a3aadb3239225
97,3583,e3a799d0fa90b649a157
98,1857,5910d3761883c7036a58
99,3750,50fbcf5ece9bd5fc2d70
100,1457,f4ec546ae74a4b3888df
101,2246,fbfb34ddee14b1ea50b1
102,4132,f46da3c00b2199795e4c
103,438,7394fdb0a8cd53255d4a
104,2879,18d862fb465d82320e1e
105,2692,ca467c94f14b2219503e
106,734,6c038b068572e879d531
107,1898,a5f9179bfb146ad70953
108,43,3016ab4b83227fcf83e4
109,852,fc27fa779102c4aeb8ab
110,977,1e77ce24daad192212f6
111,3084,c17fee6d4419cf961d3a
112,525,db2709229820b71e283b
113,344,d7b0845793265cab0c33
114,4010,351c17dfa8f46a8cb40a
115,4037,2029b30e714e5ff498bf
116,66,36b45fbdbace5950c108
117,3772,084212942b840ae3c1c7
118,3342,fd0fd67502640304b8fb
119,161,d1483fc2e333c62494b3
120,566,48679ae48dd485ffb7a6
121,310,ae2f8bcd2e35d23b261d
122,3506,38307f78abdd1b440f4b
123,3753,b0a156972380db9bb945
124,1824,ab887fd709fc1dc0d59b
125,969,be06114d8d7b4a943ad7
126,1196,85591a54c419ed02c5f5
127,1455,e91adf33d8e63498e304
128,194,693a65467095367c8e95
129,3294,86fb9a8fd6633397d670
130,1995,3fe8b9db9fbe9d0dedc4
131,1987,183af335033005f96b97
132,167,35afc3cdfff849ffe8c9
133,1870,53dc2340c848330a9220
134,3639,b6788273a51c50c0e948
135,2563,a6145bb0c9947f9515df
136,4006,be82391d6b3e742f1f26
137,4123,8f5acbec0c511bb1ea89
138,3902,658eecf514c6a6aa009d
139,3987,c68db037670dea886720
140,978,d119d77f545c029deace
141,2860,cfaabf6bb144f1603460
142,1394,17ff70c0f8a083dcf5f0
143,2634,8dc82e59aa98c85ba23b
144,1722,fdf997fba3a74c11f802
145,2655,a6a12fd9aa2dfc949207
146,3074,540ef35dda953d3557c9
147,2689,5d530b2f228ed39ff952
148,3129,36b77874ca1dec2a4bdb
149,2320,2d11f1fe488a0c917ffe
150,268,5b7151c95c4e964a121b
151,3581,5b445b457a8b897a2d6c
152,2387,6c79b254471fec29c482
153,1259,de4e10d3a5d448ffcdda
154,2433,f31b175e4f53cac6ea11
155,2979,de3442604a546992b1e1
156,1834,ce39d1762993bbbafaca
157,1093,e7bded68a76c24544339
158,2398,a8af004884132bf837cb
159,4005,b05a4e8db42ce35cc958
160,3951,dc419b3ce4e1382aae7a
161,3810,064249131c1c3106e540
162,2405,fd327bd31cbab5b296a7
163,2661,a44a22945d76c02aa6a7
164,3876,fa6fd34875fdc7acf6c1
165,2476,de76e09158de78efb2d8
166,1930,45bb99d82b5875a5c5b6
167,2181,e76b02e4aa682c4153d0
168,2225,de48048a8916e9bf8c99
169,2337,a19f98569910dc7fd6c4
170,1047,fa81c4e1817366c902f3
171,2674,769f1d04efb22c05cfdf
172,140,66da447ca0fe7160cc1c
173,1915,34a175fe276b9770fee4
174,2765,917bf855acf635bf6069
175,3595,8462ba67f9bfb0d7eab2
176,3888,89d8c3c7ccaf88632c79
177,4086,f9bba2e75f16ebadb0eb
178,3892,5f1ae4e354b8b36ec691
179,3932,2f48e798c7917fb7d2ae
180,2056,2fdb072df7b02b768161
181,2489,d5b6201c7690d729361c
182,759,5a95428cdfef6199c09a
183,3807,a3646d612d7aa09baee0
184,3543,3e75262e7afda8b7f54b
185,2097,c11ae989bb46d0e24320
186,1895,a01a137fa48c1391b9e7
187,229,8925249b7fbe141dbce6
188,643,e23428098aa1cdad35be
189,2933,60b2d87cf24b037a7193
190,1572,fc452a2ea628a6c49dee
191,2523,4057fc61f5d0f7deb4c0
192,3281,a6a0404c3ad65c6d9326
193,3909,c6bd64a77e94e93e5018
194,2713,c3168d5c44857ef4c782
195,552,7bb758eca7db78231165
196,547,f402144b8672dd5ab2ab
197,3667,c0094343ab6bb16bc58b
198,3883,4a54ee0e355066ed7429
199,2282,f82cfd3b57735b0ead3c
200,809,61d5633c7221b3040a5f
201,1931,4908bb1bf155952cd305
202,578,e91423e4955526580753
203,3980,25de8af35e546add9783
204,865,beda2205eedbe1688e1f
205,4111,c4b06a6e718225cb9cf8
206,3973,a04af55e394c31f4123a
207,1370,c343983d41d51a6a66c3
208,1520,cdc8c1db00222994a1aa
209,3052,2b19ed7bb91c343567dd
210,1443,f42cc6b0f90fad5c1f7f
211,1210,9e3ce3497298084abd83
212,1864,91b6bda771851a5c78ac
213,589,d1ea63515e645b84e0cd
214,3253,20a3e65ac978c57b9f94
215,3307,d1aea374a88513fdb2ab
216,2681,9d7b71b3f9f6ea222bc1
217,3771,f5d873a623aaeeb1e41e
218,27,c16aef24cbedd5b1b875
219,3633,313c4c25010d3ef3b482
220,1477,368328d329ceec73c0ab
221,3647,dc3996b1d58824c80cc8
222,2805,ad5ca8ee584c00ac0187
223,1951,9bc73e0c27d4d6b44abb
224,1438,70abe1d9543e6cae908e
225,1536,1a53d7b807a4a60e963e
226,2355,eed75e5b0d9c27fa754c
227,4089,6cb56f71f524d68d7e3f
228,408,93bcd806b8dcb8c0cab9
229,3986,cac9ff0c40665baf313f
230,3211,3929a461501f88558c7d
231,3788,1194ed3b17f8c39d6111
232,4022,cf8ab33c25ad391a584c
233,2036,6d7b9c18dcb836a2b09c
234,3619,18f616a941bed3e03bb0
235,3604,44fcf641ccfa3b10a97c
236,1832,d4bcc09609c820442d3d
237,1569,3b41addf80b8138137db
238,2077,4b1b47a51b44d07974fc
239,1541,cf5c7a2e1940e3c09dd5
240,3096,9532e02df1c56836d2f4
241,1402,34e3e4807176cfd57e57
242,1881,75232f4ee5de52a0499e
243,1373,edfbbb86c05a0aeb1bfb
244,1921,a47a3987d45e7c542d38
245,199,fe40c32169d87261e1e9
246,515,3233c0996a6126a9c036
247,4106,7155ede91e7e3232862a
248,1464,4e417c41d918e49abba1
249,1147,5097ef8f92148f920ca4
250,1699,97fe38c6942b67ea70b2
251,2346,a05ccef9e073f648892e
252,2059,bef81d4dd93af26c12a9
253,1034,f0674071a9f7bce0703c
254,2803,b55c27267a071711d0c0
255,4158,1e775e7d8dcbf48fd6f8
256,1058,fd1d673cc647d6745303
257,4153,e6dcf9d6f65fa598a38e
258,93,d4d7270df69266029f44
259,2938,4c3dce39521dcb1793a1
260,669,a928362cc115f586e865
261,2580,e5e2c9dac97e9132f66f
262,2851,ec762d83c969185cabe3
263,1089,e1553414b79b619a94cf
264,2597,8e701efd2ee4729edc4b
265,828,6e4a682eb75435f87780
266,3946,8200df9dd2dce17ed7d1
267,3189,dbb11446f81abd9b96f1
268,3524,0e5b806832eaea6e01b6
269,3059,41133662186c9c2cfc56
270,3219,b655d7de0986cbd0d622
271,4050,a059b2825881c97ce308
272,3373,221e6b2fcdb8b545320f
273,4030,bccdbbd73be98bf008c8
274,2180,e058e7b399f714dd7930
275,98,476647879af7df57d509
276,662,4704c417466aaa6559d9
277,2240,9139c55b31e4e4b0e062
278,2047,204c95299f49a2bcdb61
279,380,83b130b6b5ea23418a95
280,717,cb42a00d7b000827217c
281,2088,4e01d606b216ecddf09c
282,646,7522f965f25a50c9a3bc
283,3231,55200f8e501a16ffa0cf
284,2991,6cb80aa01247c6623418
285,1992,a4a0dd6b9d09c8176801
286,2393,c80022254967f6a925f3
287,1649,afa524cfde2942b8e9de
288,3062,6e4a4c2f38801e15837c
289,298,b032545691c02bde249f
290,433,b008f92639d8bb738954
291,1803,efad03690b647faa84f7
292,4041,4ed02da322b210a5f98f
293,4091,b54f29a73518aa1f30a7
294,4055,2c105d3b7f32d3b6a965
295,2211,b230f983a749fd9f1469
296,928,5ade07cbab809516adec
297,2137,48322f47941ad052cef4
298,634,38cc01bf727bb7a693cb
299,1877,a5446977630484ca5fe1
300,3831,daf5b621e5b862e37cfe
301,3993,7e834c7b870ef7024d35
302,2366,59f48cda668bdb63730d
303,1097,5a365a8ac825ce487db4
304,3277,1c52010cfa0344fd2b6b
305,2186,53becf1a41d72abcc45a
306,3661,0e3fa5113029ce384922
307,1692,9a9627d205eae0e13a18
308,2927,b4297351c9b7fbdb8e4c
309,2085,47517ae6403bfcb12df7
310,1725,8e17cb06a37c48cc9ab5
311,4124,4659b6752f23c0b85f08
312,1268,6f548d72f01fc85debdc
313,3746,fd8b5ea3b704959cd1ab
314,4130,9b11493847c035abf800
315,1983,9d592f50cbcfa48d9ab6
316,3207,fb3554edb66d06986f1f
317,1818,41d19259284061aa29e7
318,1253,22300151ccec3f1f1c24
319,2968,2d27f02deb37eeb61bfe
